total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,3,1,ANISKEVICH Viktoryia,8471,1994-11-02,W,BLR,A,74.36,+69 kg Women,0,1,187,-90,90,-94,90,106,111,-115,111,201
2,4,2,KAYA Rabia,8533,1994-12-05,W,TUR,A,84.33,+69 kg Women,0,1,187,83,88,-90,88,105,-108,108,108,196
3,2,3,ROMANOVA Anastasiya,9584,1996-04-25,W,UKR,A,70.1,+69 kg Women,0,1,187,85,88,90,90,105,-110,-115,105,195
4,1,5,DEKHA Iryna,9615,1996-05-14,W,UKR,A,72.8,+69 kg Women,0,1,187,88,91,-93,91,102,-106,-106,102,193
5,5,4,PROKOPOVA Veronika,7982,1994-02-21,W,RUS,A,73.93,+69 kg Women,0,1,187,75,80,-83,80,95,100,103,103,183
6,6,6,KOLAS Alena,9512,1996-03-26,W,BLR,A,94.53,+69 kg Women,0,1,187,-75,75,80,80,100,-105,-105,100,180
7,7,7,IONITA Bianca-Mihaela,8317,1994-08-10,W,ROU,A,69.02,+69 kg Women,0,1,187,75,-80,-80,75,-95,95,-105,95,170
8,8,8,NIKOLENKO Tatiana,8307,1994-08-05,W,RUS,A,71.99,+69 kg Women,0,1,187,70,-74,74,74,85,90,95,95,169
9,11,9,MOLNAR Martina Szilvia,9357,1996-01-08,W,HUN,A,106.07,+69 kg Women,0,1,187,70,-73,-73,70,-90,90,-95,90,160
10,12,10,KALLUNKI Elisa Anniina,8561,1994-12-24,W,FIN,A,115.16,+69 kg Women,0,1,187,60,65,70,70,80,86,87,87,157
11,9,12,MAGAT Aniko,8545,1994-12-14,W,HUN,A,97.31,+69 kg Women,0,1,187,67,70,73,73,83,-86,-86,83,156
12,10,11,SIWIK Tanya,9544,1996-04-07,W,FRA,A,80.08,+69 kg Women,0,1,187,65,68,70,70,80,85,-86,85,155
13,13,13,VANBELLINGHEN Anna Marie-J A M,8018,1994-03-10,W,BEL,A,78.55,+69 kg Women,0,1,187,60,63,-65,63,75,79,-81,79,142
14,14,14,DAUKSAITE Raimonda,8397,1994-09-19,W,LTU,A,80.11,+69 kg Women,0,1,187,55,60,-62,60,-73,73,-76,73,133
1,1,1,MINASYAN Gor,8466,1994-10-25,M,ARM,A,135.21,+94 kg Men,0,1,187,165,181,NA,181,200,209,NA,209,390
2,2,2,IVANOV Egor,8076,1994-04-10,M,RUS,A,112.4,+94 kg Men,0,1,187,141,147,NA,147,180,-190,195,195,342
3,3,4,LOZINSKI Bartosz,8296,1994-07-30,M,POL,A,130.3,+94 kg Men,0,1,187,135,-140,140,140,165,171,175,175,315
4,5,3,PETROV Kostadin Dimchev,8234,1994-06-25,M,BUL,A,130.3,+94 kg Men,0,1,187,125,-130,130,130,171,176,NA,176,306
5,4,5,BIJELIC Silvio,8303,1994-08-04,M,CRO,A,127.1,+94 kg Men,0,1,187,127,130,-135,130,170,-173,-175,170,300
6,8,7,CLAUSS Tobias,7951,1994-02-09,M,GER,A,109.8,+94 kg Men,0,1,187,118,123,126,126,157,162,165,165,291
7,10,6,ZILAVA Jakub,8154,1994-05-13,M,SVK,A,99.27,+94 kg Men,0,1,187,117,122,-125,122,156,161,166,166,288
8,9,8,KAWA Szymon,7985,1994-02-23,M,POL,A,119.3,+94 kg Men,0,1,187,120,125,-128,125,150,156,-161,156,281
9,7,9,LUMBRERAS FERNANDEZ David,8001,1994-03-03,M,ESP,A,108.8,+94 kg Men,0,1,187,123,-127,127,127,145,150,-155,150,277
NA,6,NA,SIMON Aron Gyula,8914,1995-05-22,M,HUN,A,96.75,+94 kg Men,0,1,187,128,-131,-131,128,-145,-145,-145,NA,NA
1,1,2,RYPINSKAYA Yulia,8263,1994-07-13,W,BLR,A,43.54,44 kg Women,0,1,187,54,58,60,60,70,73,75,75,135
2,5,1,KORKMAZ Fatma,7850,1994-01-01,W,TUR,A,42.73,44 kg Women,0,1,187,52,55,-57,55,70,73,75,75,130
3,6,3,BROASCA I. Adelina,8800,1995-03-25,W,ROU,A,43.58,44 kg Women,0,1,187,52,55,-58,55,68,-71,71,71,126
4,2,5,FERNANDEZ GARCIA Olga Maria,10338,1997-04-21,W,ESP,A,41.64,44 kg Women,0,1,187,54,56,57,57,66,68,-71,68,125
5,3,4,LIAKHAVETS Alena,9027,1995-07-19,W,BLR,A,37.2,44 kg Women,0,1,187,51,54,56,56,64,68,-70,68,124
6,4,7,PAGLIARO Alessandra,10526,1997-07-16,W,ITA,A,43.16,44 kg Women,0,1,187,51,54,56,56,61,65,-67,65,121
7,7,6,MOKHINA Iana,9779,1996-08-06,W,RUS,A,43.75,44 kg Women,0,1,187,50,53,-55,53,62,67,-73,67,120
8,8,8,KOHA Rebeka,11178,1998-05-19,W,LAT,A,38.85,44 kg Women,0,1,187,48,50,51,51,58,60,-62,60,111
9,9,9,SZLASA Emilia Monika,8667,1995-01-27,W,POL,A,43.17,44 kg Women,0,1,187,47,50,51,51,57,60,-63,60,111
10,10,10,MAIRE Laura,9436,1996-02-16,W,FRA,A,43.42,44 kg Women,0,1,187,48,50,-52,50,58,60,-62,60,110
11,11,11,PANDOVA Daniela Ivanova,8390,1994-09-16,W,BUL,A,43.6,44 kg Women,0,1,187,40,42,-45,42,50,55,-57,55,97
12,12,12,LASKER Revital,11145,1998-05-04,W,ISR,A,42.99,44 kg Women,0,1,187,35,40,-42,40,42,44,45,45,85
1,3,1,PRICOP Laura Ionela,9986,1996-11-30,W,ROU,A,47.09,48 kg Women,0,1,187,58,60,-63,60,79,82,85,85,145
