total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,2,1,KAJDOCI Tamas,10337,1997-04-21,M,SRB,A,140.8,+105 kg Men,0,1,438,161,166,-171,166,207,215,222,222,388
2,3,2,NONAKA Masahiro,9752,1996-07-17,M,JPN,A,146.6,+105 kg Men,0,1,438,160,165,-171,165,206,217,-224,217,382
3,1,3,HSIEH Yun-Ting,12072,1999-08-08,M,TPE,A,125.8,+105 kg Men,0,1,438,150,161,170,170,190,200,-210,200,370
4,4,4,AZCATL PANTOJA Javier,9852,1996-09-10,M,MEX,A,105.7,+105 kg Men,0,1,438,-142,142,-151,142,187,-195,-195,187,329
5,5,5,LOSY Lukasz,11183,1998-05-21,M,POL,A,105.8,+105 kg Men,0,1,438,-130,130,135,135,160,-165,170,170,305
1,1,1,KO A-Rang,10594,1997-08-16,W,KOR,A,121.3,+90 kg Women,0,1,438,102,104,107,107,118,126,132,132,239
2,2,2,BUENO PLACENCIA Gladis Guadalupe,7959,1994-02-12,W,MEX,A,117.5,+90 kg Women,0,1,438,96,98,103,103,125,-131,-133,125,228
3,3,3,AWANO Chikako,10694,1997-09-30,W,JPN,A,98.15,+90 kg Women,0,1,438,91,-97,97,97,117,122,-127,122,219
4,4,4,MAJEWSKA Zuzanna,9751,1996-07-16,W,POL,A,113,+90 kg Women,0,1,438,83,-87,-88,83,105,-110,-110,105,188
1,2,5,GUNTHER Bjorn,9659,1996-06-04,M,GER,A,103.2,105 kg Men,0,1,438,-157,157,-159,157,176,181,-186,181,338
2,3,2,MC CARTY Matthew Scott,8976,1995-06-23,M,USA,A,104.7,105 kg Men,0,1,438,-147,148,152,152,183,-188,-189,183,335
3,4,1,LIN Sheng-Lun,12375,2000-01-22,M,TPE,A,104.9,105 kg Men,0,1,438,143,147,-150,147,182,186,-192,186,333
4,1,6,KOCH Florian Donald,9791,1996-08-15,M,AUT,A,103.4,105 kg Men,0,1,438,152,-156,158,158,174,-178,-180,174,332
5,6,3,IZDEBSKI Marcin,11781,1999-03-06,M,POL,A,104.9,105 kg Men,0,1,438,142,-147,147,147,175,183,-189,183,330
6,5,4,LEWIS Nathan Douglass,8988,1995-06-28,M,USA,A,103.6,105 kg Men,0,1,438,138,143,147,147,176,181,-186,181,328
7,7,7,HANACEK Jan,9277,1995-12-07,M,CZE,A,100.4,105 kg Men,0,1,438,132,137,-141,137,165,170,-175,170,307
8,8,8,KASZUBA Mateusz,9524,1996-03-31,M,POL,A,97.45,105 kg Men,0,1,438,133,-137,-137,133,165,170,-175,170,303
9,9,10,SKEDELJ Jure,9037,1995-07-24,M,SLO,A,101.6,105 kg Men,0,1,438,121,126,131,131,155,-160,-165,155,286
10,10,9,PAULUS Samuel,11796,1999-03-15,M,SVK,A,101.2,105 kg Men,0,1,438,125,130,-135,130,153,-156,156,156,286
11,11,12,HOLDERSEN Thomas,8028,1994-03-15,M,DEN,A,94.65,105 kg Men,0,1,438,100,NA,NA,100,131,136,141,141,241
NA,NA,11,JENIK Filip,11139,1998-05-01,M,SVK,A,104.1,105 kg Men,0,1,438,-131,-131,-131,NA,150,NA,NA,150,NA
1,2,1,SUZUKI Rira,11409,1998-09-06,W,JPN,A,45.76,48 kg Women,0,1,438,65,68,-71,68,86,90,93,93,161
2,1,2,RESTREPO Veronica Alexandra,12030,1999-07-16,W,USA,A,47.25,48 kg Women,0,1,438,64,67,70,70,83,87,-90,87,157
3,4,3,IRAMINA Rie,11682,1999-01-21,W,JPN,A,47.95,48 kg Women,0,1,438,-58,58,60,60,80,-83,84,84,144
4,3,4,MAILLOT Asia Terry Coline,11557,1998-11-16,W,FRA,A,47.75,48 kg Women,0,1,438,-59,59,61,61,75,-79,-80,75,136
1,3,1,FUENTES ZAVALA Susana Paola,8340,1994-08-22,W,MEX,A,52.5,53 kg Women,0,1,438,-72,72,74,74,92,95,98,98,172
2,2,2,GRANTOM Megan Kay,8651,1995-01-20,W,USA,A,53,53 kg Women,0,1,438,71,73,75,75,91,93,-96,93,168
3,1,4,RIGAUD Garance Ariette Ouiza,12238,1999-11-12,W,FRA,A,52.45,53 kg Women,0,1,438,70,-73,75,75,88,91,-94,91,166
4,8,3,JONES Catrin Haf,11972,1999-06-13,W,GBR,A,52.5,53 kg Women,0,1,438,-70,70,72,72,90,-93,93,93,165
5,5,5,LEE Wen-Kuan,9449,1996-02-23,W,TPE,A,52.75,53 kg Women,0,1,438,70,73,-75,73,90,-93,-93,90,163
6,6,6,KERCHER Ellen Angelina,7868,1994-01-04,W,USA,A,52.85,53 kg Women,0,1,438,69,72,-74,72,-88,88,90,90,162
7,7,7,TONG Jennifer Ellen,9943,1996-11-08,W,GBR,A,52.45,53 kg Women,0,1,438,-71,72,-76,72,88,-91,-92,88,160
8,4,11,KUCZMASZEWSKA Agnieszka,8967,1995-06-16,W,POL,A,51.6,53 kg Women,0,1,438,70,-73,74,74,83,-86,-86,83,157
9,10,8,CHULUUNBAATAR Nyamzul,11235,1998-06-14,W,MGL,A,52.8,53 kg Women,0,1,438,69,-73,-74,69,83,88,-92,88,157
10,9,9,KAO Chia-Ling,10757,1997-10-31,W,TPE,A,52.55,53 kg Women,0,1,438,67,71,-74,71,85,-88,-90,85,156
11,11,10,ZOLI Anna Maria,9766,1996-07-23,W,GRE,A,52.45,53 kg Women,0,1,438,63,68,-71,68,80,-84,85,85,153
12,12,12,BOGA Anna,9613,1996-05-13,W,GRE,A,51.3,53 kg Women,0,1,438,60,64,-66,64,75,-80,-80,75,139
1,2,1,CHINEN Hayato,9836,1996-09-03,M,JPN,A,55.35,56 kg Men,0,1,438,95,98,101,101,125,128,-133,128,229
2,3,2,KUBO Kaito,11686,1999-01-24,M,JPN,A,55.65,56 kg Men,0,1,438,95,-99,100,100,122,125,-132,125,225
3,1,3,KIM Seunghwan,11644,1999-01-04,M,KOR,A,55.9,56 kg Men,0,1,438,100,-105,105,105,-115,116,119,119,224
4,4,4,GARCIA Joseph Armando,7692,1993-11-02,M,USA,A,55.8,56 kg Men,0,1,438,90,-94,-95,90,110,115,118,118,208
NA,NA,NA,RANABHAT Ganesh,12190,1999-10-15,M,NEP,A,53.4,56 kg Men,0,1,438,-65,-70,-70,NA,-85,-85,-90,NA,NA
1,2,1,BRAMWELL Kaija Francesca,10521,1997-07-14,W,USA,A,58,58 kg Women,0,1,438,80,82,85,85,100,104,-109,104,189
2,1,5,DZIENIS Monika,8186,1994-06-01,W,POL,A,57.55,58 kg Women,0,1,438,80,83,86,86,93,96,-98,96,182
3,5,2,MAKARA Akari,9998,1996-12-05,W,JPN,A,57.4,58 kg Women,0,1,438,-79,79,-82,79,97,-99,99,99,178
4,4,3,YAMAMURA Yui,10586,1997-08-12,W,JPN,A,57.85,58 kg Women,0,1,438,76,79,-81,79,98,-100,-100,98,177
5,3,6,LAMARCHE-MC CLURE Caroline,9276,1995-12-06,W,CAN,A,57.9,58 kg Women,0,1,438,-78,78,81,81,95,-98,-98,95,176
6,6,4,ATTILO Sophia,7459,1993-07-15,W,GER,A,57.6,58 kg Women,0,1,438,75,78,-80,78,92,96,-98,96,174
7,7,7,ROK Agata Magdalena,9920,1996-10-26,W,POL,A,57.85,58 kg Women,0,1,438,-75,75,-77,75,95,-99,-99,95,170
8,8,8,SHEPPARD Amber Mia Poppy Sophia,10769,1997-11-11,W,GBR,A,57.6,58 kg Women,0,1,438,-72,72,-75,72,-90,90,-94,90,162
9,9,9,ZIZLAVSKY Anna,8102,1994-04-21,W,AUT,A,57.3,58 kg Women,0,1,438,64,68,-72,68,79,84,-86,84,152
10,10,10,SVOBODOVA Kristyna,8422,1994-09-28,W,CZE,A,57.9,58 kg Women,0,1,438,-58,58,61,61,70,74,-78,74,135
11,11,11,RANABHAT Manisha,8555,1994-12-20,W,NEP,A,53.9,58 kg Women,0,1,438,-50,50,53,53,60,65,-70,65,118
1,1,1,MASHIKO Hiroyuki,10703,1997-10-08,M,JPN,A,61.7,62 kg Men,0,1,438,110,114,-119,114,138,141,145,145,259
2,2,2,CHIANG Nien-En,12421,2000-02-19,M,TPE,A,60.9,62 kg Men,0,1,438,110,-113,113,113,-140,140,-143,140,253
1,1,1,CHARRON Maude G,7285,1993-04-28,W,CAN,A,62.3,63 kg Women,0,1,438,96,99,-102,99,120,124,127,127,226
2,2,3,ELLIOTT Kiana Rose,10548,1997-07-27,W,AUS,A,62.25,63 kg Women,0,1,438,90,93,-97,93,106,109,-114,109,202
3,3,4,CHEN Wen-Huei,10192,1997-02-23,W,TPE,A,62.55,63 kg Women,0,1,438,88,92,-94,92,97,101,106,106,198
4,4,6,SCHWEIZER Lisa Marie,9024,1995-07-18,W,GER,A,62.75,63 kg Women,0,1,438,85,88,90,90,102,105,-109,105,195
5,5,7,MARTINEZ SANTIAGO Irene,7584,1993-09-14,W,ESP,A,62.65,63 kg Women,0,1,438,-88,-88,88,88,98,101,-103,101,189
