total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,SHAW Gordon,8228,1994-06-23,M,RSA,A,115.1,+105 kg Men,0,1,280,160,-170,-170,160,-180,180,-190,180,340
2,2,2,ARFAOUI Mohamed Amine,9071,1995-08-11,M,TUN,A,133.7,+105 kg Men,0,1,280,132,137,-140,137,166,175,-181,175,312
3,3,3,ELJADID ELAZIBI Abdalla Salem,8653,1995-01-21,M,LBA,A,138.7,+105 kg Men,0,1,280,125,133,-140,133,-160,160,165,165,298
4,4,4,BENHAMOU Anouar,8617,1995-01-04,M,ALG,A,113.6,+105 kg Men,0,1,280,110,115,120,120,140,150,157,157,277
5,5,5,EHSAD Zoher Lotfi,10052,1997-01-01,M,LBA,A,133.6,+105 kg Men,0,1,280,-77,77,80,80,100,110,-117,110,190
1,1,1,DHIEB Yosra,9107,1995-08-31,W,TUN,A,110.1,+75 kg Women,0,1,280,100,-105,106,106,120,-130,-130,120,226
2,2,2,BEN MOUSSA Ameni,11813,1999-03-24,W,TUN,A,84.2,+75 kg Women,0,1,280,70,76,78,78,-92,93,-97,93,171
3,3,3,HAMADI Hedja,11115,1998-04-17,W,ALG,A,99.8,+75 kg Women,0,1,280,50,55,58,58,60,-65,70,70,128
1,1,1,BAKADI Ayoub,8550,1994-12-17,M,MAR,A,104,105 kg Men,0,1,280,120,131,-140,131,140,NA,NA,140,271
2,2,2,KELLOU Mohamed Seghir,9078,1995-08-14,M,ALG,A,96.7,105 kg Men,0,1,280,115,-128,-130,115,100,-101,NA,100,215
1,1,1,KLOPPERS Kaylynn,11580,1998-12-02,W,RSA,A,47.1,48 kg Women,0,1,280,40,43,-45,43,51,54,-57,54,97
2,2,2,LAGHOUATI Fatima Zohra,11771,1999-02-27,W,ALG,A,43.5,48 kg Women,0,1,280,35,-40,-41,35,42,47,51,51,86
1,1,1,LANDOULSI Nouha,11148,1998-05-05,W,TUN,A,51.8,53 kg Women,0,1,280,70,75,-78,75,-93,93,-98,93,168
