total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,TALAKHADZE Lasha,7627,1993-10-02,M,GEO,A,182.9,+109 kg Men,0,0,522,210,218,225,225,247,257,267,267,492
2,2,2,LALAYAN Varazdat,11893,1999-05-01,M,ARM,A,153.7,+109 kg Men,0,0,522,202,207,211,211,-240,242,246,246,457
3,4,3,MINASYAN Gor,8466,1994-10-25,M,ARM,A,154.3,+109 kg Men,0,0,522,205,-213,-213,205,240,243,-253,243,448
4,3,4,ZIAZIULIN Eduard,11510,1998-10-29,M,BLR,A,142.2,+109 kg Men,0,0,522,200,206,-210,206,231,237,241,241,447
5,5,7,LOVCHEV Aleksei,4918,1989-06-13,M,RWF,A,161.1,+109 kg Men,0,0,522,190,196,201,201,231,-237,-238,231,432
6,6,10,SHARIFIKELARIJANI Ayat,12947,2000-12-05,M,IRI,A,148.4,+109 kg Men,0,0,522,185,192,197,197,227,-242,-244,227,424
7,7,5,YOUSEFI Alireza,14436,2003-08-27,M,IRI,A,179.5,+109 kg Men,0,0,522,173,178,183,183,230,238,-245,238,421
8,10,8,GABER Ahmed Mohamed Abdelhamed Mohamed,9380,1996-01-18,M,EGY,A,143.8,+109 kg Men,0,0,522,175,180,-185,180,226,230,-234,230,410
12,15,12,SEIM Mart,5625,1990-10-24,M,EST,A,150.6,+109 kg Men,0,0,522,175,-180,-180,175,225,-233,-236,225,400
NA,NA,NA,TOYCHYYEV Hojamuhammet,6337,1992-01-16,M,TKM,A,151.9,+109 kg Men,0,0,522,-180,-180,-180,NA,NA,NA,NA,NA,NA
9,12,6,LITI David Andrew,9740,1996-07-11,M,NZL,B,175.2,+109 kg Men,0,0,522,172,176,-180,176,223,227,231,231,407
10,13,9,KUWORGE Enzo Kofi,13452,2001-08-31,M,NED,B,162.2,+109 kg Men,0,0,522,170,-175,176,176,222,227,-238,227,403
11,8,14,WITTE Keiser,8781,1995-03-15,M,USA,B,148.9,+109 kg Men,0,0,522,-178,178,182,182,215,220,-225,220,402
13,9,18,CHINEN Kosuke,9348,1996-01-06,M,JPN,B,155,+109 kg Men,0,0,522,-175,175,181,181,210,217,-222,217,398
14,16,13,LEE Yangjae,8973,1995-06-21,M,KOR,B,136.4,+109 kg Men,0,0,522,-173,173,-178,173,223,-230,-232,223,396
15,14,15,TURMANIDZE Bakari,8806,1995-03-29,M,GEO,B,161.8,+109 kg Men,0,0,522,171,-175,176,176,210,218,-223,218,394
16,17,16,"NAGY Peter",3454,1986-01-16,M,HUN,B,160.5,+109 kg Men,0,0,522,172,-177,NA,172,212,218,-222,218,390
17,21,11,BUTT Muhammad Nooh Dastgir,10952,1998-02-03,M,PAK,B,165.2,+109 kg Men,0,0,522,-165,165,-170,165,220,225,NA,225,390
18,18,17,GURDEEP Singh,9166,1995-10-01,M,IND,B,159.1,+109 kg Men,0,0,522,160,167,172,172,210,217,-223,217,389
NA,NA,NA,HANZENKO Oleh,12289,1999-12-10,M,UKR,B,157.3,+109 kg Men,0,0,522,-175,-175,-175,NA,NA,NA,NA,NA,NA
NA,NA,NA,KUCERA Kamil,3144,1985-03-19,M,CZE,B,153.6,+109 kg Men,0,0,522,-172,-172,-172,NA,-223,-223,-223,NA,NA
19,20,20,LEMUS CALANCHE Gilberto Antonio,7937,1994-02-04,M,GUA,C,136.3,+109 kg Men,0,0,522,-170,-170,170,170,200,-208,-208,200,370
20,19,21,MIRZABAEV Mirkhosil,14154,2002-12-05,M,UZB,C,122.4,+109 kg Men,0,0,522,164,-168,170,170,193,200,-205,200,370
21,11,23,ARROYO VALDEZ Dixon Bladimir,10582,1997-08-12,M,ECU,C,131,+109 kg Men,0,0,522,170,177,-182,177,-192,-192,192,192,369
22,23,19,BENCSIK Miklos,4764,1989-02-04,M,CAN,C,144.3,+109 kg Men,0,0,522,146,151,155,155,193,197,205,205,360
23,22,22,EVERETT Quinn,6963,1992-12-11,M,CAN,C,141,+109 kg Men,0,0,522,153,-158,158,158,-193,193,-200,193,351
24,24,24,PANYA Rungsuriya,12480,2000-03-19,M,THA,C,124.8,+109 kg Men,0,0,522,147,152,-156,152,-190,190,-194,190,342
25,25,25,WIDANA PATHIRANAGE Ushan Charuka,7518,1993-08-09,M,SRI,C,146.5,+109 kg Men,0,0,522,-135,135,-141,135,170,175,180,180,315
26,26,26,BALIGEYA Godfrey,4063,1987-07-28,M,UGA,C,115,+109 kg Men,0,0,522,-110,-110,110,110,140,145,-150,145,255
1,2,1,SON Younghee,7277,1993-04-24,W,KOR,A,112.5,+87 kg Women,0,0,522,116,120,123,123,156,159,-162,159,282
2,1,3,CHAIDEE Duangaksorn,10580,1997-08-11,W,THA,A,111.8,+87 kg Women,0,0,522,119,122,124,124,153,-156,157,157,281
3,3,2,CAMPBELL Emily,8140,1994-05-06,W,GBR,A,126.1,+87 kg Women,0,0,522,115,118,121,121,-155,157,-162,157,278
4,4,4,MUPTILDA Aizada,11127,1998-04-23,W,KAZ,A,127.9,+87 kg Women,0,0,522,115,118,120,120,148,152,-158,152,272
5,5,5,ROBLES Sarah Elizabeth,4494,1988-08-01,W,USA,A,142.6,+87 kg Women,0,0,522,115,-120,-121,115,146,-151,151,151,266
