total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,SALIMIKORDASIABI Behdad,NA,1989-12-08,NA,NA,A,+105 kg Men,0,1,205,196,201,206,206,245,-260,-260,245,451
2,2,3,JEON Sang-Guen,NA,1981-02-28,NA,NA,A,+105 kg Men,0,1,205,180,190,200,200,220,237,-250,237,437
3,3,2,ANOUSHIRAVANI HAMLABAD Sajjad,NA,1984-05-12,NA,NA,A,+105 kg Men,0,1,205,188,193,-196,193,223,231,238,238,431
4,5,4,CHEN Shih-Chieh,NA,1989-11-27,NA,NA,A,+105 kg Men,0,1,205,175,-181,181,181,221,230,235,235,416
5,4,5,OTA Kazuomi,NA,1986-07-01,NA,NA,A,+105 kg Men,0,1,205,175,184,-187,184,210,-226,226,226,410
6,8,6,ALI Mohamad,NA,1980-10-03,NA,NA,A,+105 kg Men,0,1,205,151,-160,-162,151,190,200,-210,200,351
7,7,9,KAPLIN Dmitriy,NA,1988-10-19,NA,NA,A,+105 kg Men,0,1,205,140,152,162,162,-180,180,-190,180,342
8,13,7,HASEGAWA Ko,NA,1990-04-12,NA,NA,B,+105 kg Men,0,1,205,-140,140,-148,140,181,186,191,191,331
9,12,8,SHATMANOV Eldiiar,NA,1987-04-17,NA,NA,B,+105 kg Men,0,1,205,127,133,140,140,163,170,181,181,321
10,10,11,HIMANSHU Kumar Chang,NA,1992-01-15,NA,NA,B,+105 kg Men,0,1,205,140,-146,146,146,170,175,-185,175,321
11,11,12,ALHUSAINI Hassan,NA,1990-10-26,NA,NA,B,+105 kg Men,0,1,205,130,140,145,145,164,171,-176,171,316
12,14,13,ALMUAINI Mohammad,NA,1994-09-10,NA,NA,B,+105 kg Men,0,1,205,95,101,-107,101,122,131,-137,131,232
13,15,14,AL ANSARI Issa Ibrahim A A,NA,1986-03-04,NA,NA,B,+105 kg Men,0,1,205,65,75,80,80,-90,90,95,95,175
NA,6,NA,EFREMOV Ivan,NA,1986-03-09,NA,NA,A,+105 kg Men,0,1,205,-165,165,-175,165,-205,-205,-206,NA,NA
NA,9,NA,ABD RASHID Abdul Azim Najmi,NA,1986-08-07,NA,NA,B,+105 kg Men,0,1,205,140,150,-155,150,-180,-180,-180,NA,NA
NA,NA,10,MOHAMMEDKADHEM Mohammed Kadhem,NA,1988-01-16,NA,NA,A,+105 kg Men,0,1,205,-150,-150,-150,NA,180,-190,-190,180,NA
1,1,1,JANG Mi-ran,NA,1983-10-09,NA,NA,A,+75 kg Women,0,1,205,116,120,125,125,155,-165,165,165,290
2,3,2,ABORNEVA Alexandra,NA,1986-10-30,NA,NA,A,+75 kg Women,0,1,205,105,110,-115,110,135,141,NA,141,251
3,2,3,KHENJANTUEK Praeonapa,NA,1992-07-30,NA,NA,A,+75 kg Women,0,1,205,108,111,115,115,-136,-136,136,136,251
4,4,4,ABDULLAH Nurjannah Batrisya,NA,1990-05-01,NA,NA,A,+75 kg Women,0,1,205,90,-100,100,100,110,121,-126,121,221
5,5,5,MUHSEN Heileen,NA,1993-01-15,NA,NA,A,+75 kg Women,0,1,205,-83,83,-91,83,-102,-102,102,102,185
6,6,6,YASMIN Yousuf Ghuloom Abbas,NA,1991-09-13,NA,NA,A,+75 kg Women,0,1,205,45,50,-55,50,57,63,67,67,117
7,7,7,FARAJ Alanood,NA,1996-10-06,NA,NA,A,+75 kg Women,0,1,205,35,40,45,45,40,50,-55,50,95
1,2,1,NURUDINOV Ruslan,NA,1991-11-24,NA,NA,A,105 kg Men,0,1,205,180,184,-187,184,220,-228,-230,220,404
2,4,3,AHMEDOV Giyosiddin,NA,1989-04-03,NA,NA,A,105 kg Men,0,1,205,155,159,-163,159,195,203,-208,203,362
3,3,4,HSIEH Wei-Chun,NA,1983-08-14,NA,NA,A,105 kg Men,0,1,205,153,158,163,163,195,-203,-204,195,358
4,5,6,VICTOR Abilash Christopher,NA,1986-07-15,NA,NA,A,105 kg Men,0,1,205,140,145,-149,145,178,-185,-185,178,323
5,6,5,SHIRAISHI Hiroaki,NA,1989-10-24,NA,NA,A,105 kg Men,0,1,205,140,-147,-147,140,170,180,-190,180,320
6,9,7,AL QESOOM Shawgi Hassan A,NA,1977-09-30,NA,NA,A,105 kg Men,0,1,205,126,-130,-130,126,150,159,165,165,291
7,7,8,ALSADAH Qassem Alwi A,NA,1980-09-16,NA,NA,A,105 kg Men,0,1,205,125,-131,131,131,155,-165,NA,155,286
8,8,9,ZULKIFLI Zafril,NA,1988-10-04,NA,NA,A,105 kg Men,0,1,205,126,130,-134,130,155,-160,-162,155,285
NA,1,NA,"NASIRSHELAL Navab",NA,1989-04-01,NA,NA,A,105 kg Men,0,1,205,-183,183,187,187,-225,-225,-225,NA,NA
NA,NA,2,KIM Chul-Min,NA,1986-01-22,NA,NA,A,105 kg Men,0,1,205,-170,-170,-170,NA,-209,209,-225,209,NA
