total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,SALEM Jaber Saed,589,1975-01-03,M,QAT,A,125.74,+105 kg Men,0,1,89,200,205,210,210,245,250,-263,250,460
2,2,4,MESHERIAKOV Roman,1181,1978-09-20,M,RUS,A,152.3,+105 kg Men,0,1,89,192.5,200,205,205,232.5,-240,240,240,445
3,3,3,CHEMERKIN Andrei,318,1972-02-17,M,RUS,A,176.9,+105 kg Men,0,1,89,190,200,-205,200,242.5,-247.5,-247.5,242.5,442.5
4,5,2,"NAJDEK Pawel",423,1973-04-09,M,POL,A,134.48,+105 kg Men,0,1,89,180,-185,185,185,235,245,250,250,435
5,4,7,STARK Tibor,298,1972-01-01,M,HUN,A,139.42,+105 kg Men,0,1,89,180,187.5,190,190,-220,220,225,225,415
6,7,5,NOZADZE Aleko,833,1976-12-17,M,GEO,A,116.38,+105 kg Men,0,1,89,180,-187.5,-187.5,180,220,225,-230,225,405
7,6,8,FRANZ Axel,310,1972-01-18,M,GER,A,139.36,+105 kg Men,0,1,89,175,182.5,-187.5,182.5,215,222.5,-227.5,222.5,405
8,8,6,KOBALADZE George,778,1976-05-24,M,GEO,A,122.4,+105 kg Men,0,1,89,172.5,177.5,-180,177.5,-225,225,-232.5,225,402.5
9,9,10,AVERY Nigel,73,1967-01-01,M,NZL,A,123.3,+105 kg Men,0,1,89,-170,-170,170,170,205,210,217.5,217.5,387.5
10,10,9,MORILLO Hildegar,983,1977-12-12,M,VEN,A,130.42,+105 kg Men,0,1,89,-160,160,165,165,200,212.5,220,220,385
11,11,12,SOBOTKA Petr,626,1975-04-30,M,CZE,A,145.58,+105 kg Men,0,1,89,160,-165,165,165,190,-202.5,-202.5,190,355
12,12,11,ESCALANTE Cristian,813,1976-09-11,M,CHI,A,117.82,+105 kg Men,0,1,89,152.5,162.5,-167.5,162.5,185,-190,190,190,352.5
1,1,1,KHOMICH Albina,807,1976-08-24,W,RUS,A,95.32,+75 kg Women,0,1,89,120,127.5,-132.5,127.5,145,150,155,155,282.5
2,2,3,WROBEL Agata,1948,1981-08-20,W,POL,A,116.74,+75 kg Women,0,1,89,115,120,125,125,-145,150,-155,150,275
3,4,5,CHEN Hsiao-Lien,675,1975-11-17,W,TPE,A,100.5,+75 kg Women,0,1,89,110,115,117.5,117.5,140,145,-150,145,262.5
4,8,2,VARGA Viktoria,1873,1981-04-17,W,HUN,A,92.54,+75 kg Women,0,1,89,-110,110,-115,110,140,145,150,150,260
5,3,7,IDAHOSA Helen,301,1972-01-01,W,NGR,A,98.96,+75 kg Women,0,1,89,110,115,117.5,117.5,-140,140,-145,140,257.5
6,9,4,ACIKGOZ Derya,910,1977-05-11,W,TUR,A,86.24,+75 kg Women,0,1,89,102.5,107.5,112.5,112.5,130,-137.5,-137.5,130,242.5
7,7,6,DELGADO Carmenza,334,1972-05-05,W,COL,A,92.32,+75 kg Women,0,1,89,110,-115,-115,110,-140,-140,140,140,250
8,6,9,KASAPI Vasiliki,2483,1983-03-22,W,GRE,A,110.3,+75 kg Women,0,1,89,102.5,107.5,112.5,112.5,130,-137.5,-137.5,130,242.5
9,5,10,RODITI Aikaterini,2531,1983-05-23,W,GRE,A,90.48,+75 kg Women,0,1,89,102.5,107.5,112.5,112.5,-127.5,-127.5,127.5,127.5,240
10,10,8,MUN Kyung-Ae,1272,1979-01-01,W,KOR,A,95.3,+75 kg Women,0,1,89,95,100,105,105,120,125,130,130,235
11,11,11,DANDENAULT Susanne,193,1970-05-28,W,CAN,A,113.14,+75 kg Women,0,1,89,90,95,97.5,97.5,-122.5,-122.5,125,125,222.5
NA,NA,NA,BAKER Olivia,1264,1979-01-01,W,NZL,A,94.98,+75 kg Women,0,1,89,-100,-100,-100,NA,-125,-125,NA,NA,NA
1,1,4,SMORCHKOV Vladimir,1533,1980-01-25,M,RUS,A,103.24,105 kg Men,0,1,89,190,195,198,198,220,225,-230,225,422.5
2,5,1,SUDAS Bunyamin,652,1975-08-23,M,TUR,A,103.4,105 kg Men,0,1,89,-185,-185,185,185,225,230,235,235,420
3,3,2,RAZORONOV Igor,179,1970-03-25,M,UKR,A,104.7,105 kg Men,0,1,89,187.5,-192.5,-192.5,187.5,230,-237.5,-237.5,230,417.5
4,2,3,BRATAN Alexandru,946,1977-08-23,M,MDA,A,103.06,105 kg Men,0,1,89,187.5,190,-192.5,190,220,225,-227.5,225,415
5,8,6,DOLEGA Robert,991,1977-12-31,M,POL,A,104.32,105 kg Men,0,1,89,180,185,-187.5,185,225,-230,-232.5,225,410
6,4,8,IVANOVSKI Viacheslav,649,1975-08-14,M,RUS,A,104.74,105 kg Men,0,1,89,-187.5,-187.5,187.5,187.5,222.5,-227.5,-227.5,222.5,410
