total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,NA,NA,SALIMIKORDASIABI Behdad,NA,1989-12-08,NA,NA,A,+105 kg Men,0,1,129,-201,201,205,205,235,-241,-241,235,440
2,NA,NA,JEON Sang-Guen,NA,1981-02-28,NA,NA,A,+105 kg Men,0,1,129,180,190,-195,190,230,238,-251,238,428
3,NA,NA,ANOUSHIRAVANI HAMLABAD Sajjad,NA,1984-05-12,NA,NA,A,+105 kg Men,0,1,129,185,191,195,195,226,232,-237,232,427
4,NA,NA,AN Yong-Kwon,NA,1982-10-15,NA,NA,A,+105 kg Men,0,1,129,190,-200,-200,190,226,-237,-237,226,416
5,NA,NA,CHEN Shih-Chieh,NA,1989-11-27,NA,NA,A,+105 kg Men,0,1,129,171,176,-178,176,215,225,-227,225,401
6,NA,NA,ALI Mhd,NA,1982-10-03,NA,NA,B,+105 kg Men,0,1,129,165,170,175,175,210,221,225,225,400
7,NA,NA,OTA Kazuomi,NA,1986-07-01,NA,NA,B,+105 kg Men,0,1,129,173,178,-182,178,202,-210,210,210,388
8,NA,NA,ASSAD Qais,NA,1985-11-20,NA,NA,B,+105 kg Men,0,1,129,170,-180,-182,170,-210,210,-218,210,380
9,NA,NA,CHAO Shih-Chieh,NA,1990-08-19,NA,NA,B,+105 kg Men,0,1,129,-160,160,168,168,-200,200,212,212,380
10,NA,NA,SARABJIT,NA,1983-10-03,NA,NA,B,+105 kg Men,0,1,129,150,160,-171,160,180,-200,-200,180,340
11,NA,NA,ALHUSAINI Hassan,NA,1990-10-26,NA,NA,B,+105 kg Men,0,1,129,120,130,135,135,145,-155,-155,145,280
1,NA,NA,JANG Mi-ran,NA,1983-10-09,NA,NA,A,+75 kg Women,0,1,129,-130,130,-134,130,175,181,-188,181,311
2,NA,NA,MENG Suping,NA,1989-07-17,NA,NA,A,+75 kg Women,0,1,129,130,-135,135,135,-175,176,-182,176,311
3,NA,NA,GRABOVETSKAYA Mariya,NA,1987-04-10,NA,NA,A,+75 kg Women,0,1,129,125,130,135,135,145,155,-160,155,290
4,NA,NA,ABORNEVA Alexandra,NA,1986-10-30,NA,NA,A,+75 kg Women,0,1,129,105,110,112,112,140,145,-150,145,257
5,NA,NA,PULSABSAKUL Chitchanok,NA,1993-11-04,NA,NA,A,+75 kg Women,0,1,129,108,111,115,115,135,-140,140,140,255
6,NA,NA,GEETA Rani,NA,1981-09-16,NA,NA,A,+75 kg Women,0,1,129,95,-100,-100,95,120,127,132,132,227
1,NA,NA,YANG Zhe,NA,1991-07-14,NA,NA,A,105 kg Men,0,1,129,180,185,-188,185,212,217,-219,217,402
2,NA,NA,EFREMOV Ivan,NA,1986-03-09,NA,NA,A,105 kg Men,0,1,129,175,179,182,182,213,218,-223,218,400
3,NA,NA,ISTOMIN Sergey,NA,1986-01-24,NA,NA,A,105 kg Men,0,1,129,-180,180,-183,180,216,-223,-223,216,396
4,NA,NA,KIM Wha Sung,NA,1985-06-22,NA,NA,A,105 kg Men,0,1,129,-175,-175,175,175,205,215,-221,215,390
5,NA,NA,VASHANOV Igor,NA,1988-10-16,NA,NA,B,105 kg Men,0,1,129,165,170,-175,170,200,205,-210,205,375
6,NA,NA,AHMEDOV Giyosiddin,NA,1989-04-03,NA,NA,B,105 kg Men,0,1,129,145,151,154,154,191,196,201,201,355
7,NA,NA,NUCHPUM Khunchai,NA,1980-10-20,NA,NA,B,105 kg Men,0,1,129,150,-155,155,155,190,195,-200,195,350
8,NA,NA,HAMADA Husam K H,NA,1985-12-17,NA,NA,B,105 kg Men,0,1,129,125,-130,132,132,-150,152,-162,152,284
9,NA,NA,ROY Bidduth Kumar,NA,1972-09-19,NA,NA,B,105 kg Men,0,1,129,115,120,-125,120,150,155,-158,155,275
10,NA,NA,BADER D Y A Alshammari,NA,1991-04-28,NA,NA,B,105 kg Men,0,1,129,-120,120,126,126,140,-151,-151,140,266
NA,NA,NA,MAJIDI Hamed,NA,1988-03-21,NA,NA,A,105 kg Men,0,1,129,-177,-177,-177,NA,NA,NA,NA,NA,NA
NA,NA,NA,JUGHELI Ahed,NA,1982-10-10,NA,NA,A,105 kg Men,0,1,129,-170,-170,-176,NA,NA,NA,NA,NA,NA
1,NA,NA,WANG Mingjuan,NA,1985-10-11,NA,NA,A,48 kg Women,0,1,129,89,91,95,95,110,115,-117,115,210
2,NA,NA,LAOSIRIKUL Pensiri,NA,1984-01-17,NA,NA,A,48 kg Women,0,1,129,-83,83,-86,83,103,109,-114,109,192
3,NA,NA,CHEN Wei-Ling,NA,1982-01-04,NA,NA,A,48 kg Women,0,1,129,83,86,-88,86,105,-110,-110,105,191
4,NA,NA,BUNPHITHAK Pramsiri,NA,1984-01-13,NA,NA,A,48 kg Women,0,1,129,-80,80,-83,80,95,101,-103,101,181
5,NA,NA,CHANU NGANGBAM Soniya,NA,1980-02-15,NA,NA,B,48 kg Women,0,1,129,-70,70,75,75,90,95,-99,95,170
