total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,2,1,FAZLIKOSALARI Amirhossein,9368,1996-01-13,M,IRI,A,124.16,+105 kg Men,0,1,368,162,168,172,172,205,211,-220,211,383
2,1,2,CHINEN Kosuke,9348,1996-01-06,M,JPN,A,145.56,+105 kg Men,0,1,368,165,172,173,173,203,210,-214,210,383
3,3,3,FARAJPOUR KORDASIABI Koohyar,9749,1996-07-14,M,IRI,A,153.03,+105 kg Men,0,1,368,150,157,161,161,200,-207,208,208,369
4,5,4,BUTT Muhammad Nooh Dastgir,10952,1998-02-03,M,PAK,A,150.47,+105 kg Men,0,1,368,156,160,-163,160,201,-209,-209,201,361
5,4,5,NONAKA Masahiro,9752,1996-07-17,M,JPN,A,145.29,+105 kg Men,0,1,368,156,160,-163,160,-200,200,-209,200,360
1,1,1,CHAIDEE Duangaksorn,10580,1997-08-11,W,THA,A,112.32,+75 kg Women,0,1,368,111,114,117,117,139,146,-151,146,263
2,2,3,CHOI DAHUI,9940,1996-11-07,W,KOR,A,114.12,+75 kg Women,0,1,368,100,-106,106,106,-130,130,136,136,242
3,3,2,PENG Lina,11920,1999-05-19,W,CHN,A,88.93,+75 kg Women,0,1,368,100,-105,-107,100,130,135,137,137,237
4,4,4,AWANO Chikako,10694,1997-09-30,W,JPN,A,97.53,+75 kg Women,0,1,368,90,93,-96,93,-110,110,118,118,211
5,5,5,PANDEY Purnima,12196,1999-10-16,W,IND,A,77.68,+75 kg Women,0,1,368,-78,-78,78,78,98,102,-111,102,180
NA,NA,NA,NOGAY Nadezhda,9621,1996-05-20,W,KAZ,A,93.59,+75 kg Women,1,1,368,105,110,113,NA,130,136,138,NA,NA
1,1,1,DEHGHANGHAHFAROKHI Alireza,10035,1996-12-27,M,IRI,A,104.78,105 kg Men,0,1,368,162,170,-177,170,200,205,-210,205,375
2,2,2,JAN Peyman,9344,1996-01-04,M,IRI,A,104.19,105 kg Men,0,1,368,150,155,158,158,190,195,201,201,359
