total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,BABARESCO GUTIERREZ Enger Daniel,8323,1994-08-14,M,VEN,A,105.5,+105 kg Men,0,1,249,128,133,138,138,165,172,NA,172,310
2,2,2,CARABALI QUINTERO Milton Elias,9141,1995-09-20,M,ECU,A,130.2,+105 kg Men,0,1,249,130,-136,137,137,165,171,-177,171,308
3,3,3,PATINO Christian,7833,1994-01-01,M,ECU,A,106.2,+105 kg Men,0,1,249,128,134,-139,134,158,166,-173,166,300
4,4,4,SANCHEZ Gonzalo,8157,1994-05-15,M,CHI,A,105.3,+105 kg Men,0,1,249,105,110,115,115,135,140,145,145,260
1,1,1,"NARANJO Mayra",7411,1993-06-25,W,ECU,A,105,+75 kg Women,0,1,249,86,91,-95,91,-107,107,110,110,201
2,3,2,SILVIA Aillapan,9028,1995-07-19,W,CHI,A,94.1,+75 kg Women,0,1,249,-70,70,-74,70,92,96,-100,96,166
3,2,3,ROJAS CASTILLO Lenka Yanara,10243,1997-03-13,W,CHI,A,78.25,+75 kg Women,0,1,249,65,-70,70,70,85,90,-93,90,160
4,4,4,URBINA ALBURQUEQUE Gloria Stephany,9834,1996-09-02,W,PER,A,85.35,+75 kg Women,0,1,249,60,-64,64,64,78,83,85,85,149
1,1,1,GREGORIO MACHADO Mateus Filipe,7435,1993-07-05,M,BRA,A,100.25,105 kg Men,0,1,249,153,160,-166,160,185,-195,-195,185,345
2,2,2,TENORIO HENRIQUEZ Jose Antonio,7676,1993-10-24,M,VEN,A,104.9,105 kg Men,0,1,249,135,-144,-144,135,-175,175,-181,175,310
3,3,3,LUCAS Mellado,8715,1995-02-17,M,CHI,A,94.3,105 kg Men,0,1,249,94,97,100,100,120,125,130,130,230
4,4,4,ROMANO DIAZ Federico Andres,7605,1993-09-24,M,URU,A,97.25,105 kg Men,0,1,249,95,-98,98,98,120,126,-130,126,224
1,1,2,BEZERRA BARBOSA Byanka,8476,1994-11-05,W,BRA,A,46.6,48 kg Women,0,1,249,60,63,-65,63,-70,70,-76,70,133
NA,NA,1,BENAVIDES ZAMBRANO Maria Del Cisne,9539,1996-04-06,W,ECU,A,46,48 kg Women,0,1,249,-57,-57,-57,NA,66,70,-77,70,NA
1,1,1,RODRIGUEZ GOMEZ Genesis Lourdes,8273,1994-07-17,W,VEN,A,52.65,53 kg Women,0,1,249,72,74,76,76,90,-95,96,96,172
2,2,2,LAURINDO MORAES Leticia Cristina,9246,1995-11-20,W,BRA,A,52.65,53 kg Women,0,1,249,68,-72,-72,68,80,85,89,89,157
3,4,3,CHIMARRO Wendy,8782,1995-03-15,W,ECU,A,52.35,53 kg Women,0,1,249,57,-62,-62,57,80,85,-89,85,142
4,3,4,ORTIZ Eliana,10121,1997-01-23,W,ECU,A,52.4,53 kg Women,0,1,249,58,-62,62,62,77,-80,-80,77,139
1,2,1,ZURITA VALLEJO Walter Freddy,7733,1993-11-18,M,ECU,A,55.35,56 kg Men,0,1,249,100,-105,-105,100,-125,125,132,132,232
2,1,2,PORTILLA Pablo,9167,1995-10-01,M,ECU,A,54.6,56 kg Men,0,1,249,96,-100,101,101,117,122,126,126,227
3,3,3,DELGADO TUESTA Jhordan Neri,10767,1997-11-11,M,PER,A,55,56 kg Men,0,1,249,78,81,83,83,103,108,112,112,195
NA,NA,NA,ROJAS CONCHA Marcos Antonio,8936,1995-06-02,M,PER,A,56,56 kg Men,1,1,249,97,101,-104,NA,126,131,136,NA,NA
1,1,1,HERNANDEZ CHAMORRO Jenifer Carolina,8354,1994-08-30,W,ECU,A,56.8,58 kg Women,0,1,249,75,-80,80,80,99,105,108,108,188
2,2,2,SANDI PIZANGO Tessy Karen,9973,1996-11-20,W,PER,A,57.65,58 kg Women,0,1,249,-70,70,73,73,90,94,98,98,171
3,4,3,LIMAS ROSALES Ercila Beatriz,9275,1995-12-05,W,PER,A,57.35,58 kg Women,0,1,249,-67,67,70,70,86,89,91,91,161
4,3,4,VALLE ULLOA Constanza Isabel,9585,1996-04-25,W,CHI,A,57.75,58 kg Women,0,1,249,-68,68,71,71,83,-88,-88,83,154
1,1,1,HERRERA CEPEDA Erik Elvis,8291,1994-07-28,M,ECU,A,61.75,62 kg Men,0,1,249,112,116,117,117,141,145,148,148,265
2,2,2,PRECIADO REYES Miguel Angel,8472,1994-11-03,M,PER,A,62,62 kg Men,0,1,249,105,109,111,111,133,138,-141,138,249
3,3,3,FERNANDES Nicanor,8583,1995-01-01,M,CHI,A,59,62 kg Men,0,1,249,72,80,85,85,105,110,-112,110,195
NA,NA,NA,BARDALEZ TUISIMA Luis David,9173,1995-10-03,M,PER,A,61.6,62 kg Men,1,1,249,110,114,116,NA,138,142,146,NA,NA
1,2,1,VASQUEZ ANANGONO Tatiana Margarita,7048,1993-01-07,W,ECU,A,61.15,63 kg Women,0,1,249,-78,78,83,83,98,-103,107,107,190
2,1,2,"NAVARRO VENALES Franyoleth Delimar",8463,1994-10-23,W,VEN,A,62.15,63 kg Women,0,1,249,-79,79,84,84,100,-105,-108,100,184
3,3,3,VELA RAMIREZ Nadia Morelia,8836,1995-04-10,W,PER,A,61.2,63 kg Women,0,1,249,68,71,73,73,88,92,-95,92,165
4,4,4,CAJAS QUIROZ Yomara Esther,11170,1998-05-14,W,PER,A,60,63 kg Women,0,1,249,-65,65,68,68,85,88,-91,88,156
1,1,2,VASQUEZ VEGAS Edwar Jose,7422,1993-06-28,M,VEN,A,69,69 kg Men,0,1,249,120,-125,128,128,150,155,-159,155,283
2,2,1,SANCHEZ REYES Jordan Abel,8925,1995-05-26,M,ECU,A,68.45,69 kg Men,0,1,249,118,122,-128,122,148,154,158,158,280
3,3,4,GUANTEO Alejandro,8587,1995-01-01,M,CHI,A,68,69 kg Men,0,1,249,116,119,-122,119,143,-146,146,146,265
4,4,3,LAHUANAMPA CASTILLO Junior Chayanne,8822,1995-04-04,M,PER,A,68.35,69 kg Men,0,1,249,106,110,114,114,138,144,147,147,261
5,5,6,GOMES DOS SANTOS Jonatan,9462,1996-03-01,M,BRA,A,68.3,69 kg Men,0,1,249,105,-112,112,112,130,-135,135,135,247
6,6,5,TERRONES MIRANDA Oscar Adrian,10933,1998-01-23,M,PER,A,67.75,69 kg Men,0,1,249,102,105,107,107,128,132,136,136,243
