total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,SHEHATA Mayar Abdelkader Salaheldin,13543,2001-10-26,W,EGY,A,75.55,+75 kg Women,0,1,416,80,-86,-86,80,98,105,110,110,190
2,2,2,ROSE Chakira Mary,13185,2001-03-26,W,SEY,A,78.75,+75 kg Women,0,1,416,-45,45,50,50,60,65,70,70,120
1,1,1,HASSAN Ahmed,13494,2001-09-26,M,EGY,A,112.6,+94 kg Men,0,1,416,110,120,125,125,140,150,158,158,283
2,2,2,JUBOO Khelwin,13956,2002-06-27,M,MRI,A,104.25,+94 kg Men,0,1,416,95,100,-106,100,130,-140,-140,130,230
3,3,3,BEDIAR Mohcen,13101,2001-02-09,M,ALG,A,105.8,+94 kg Men,0,1,416,87,92,-97,92,110,115,120,120,212
4,4,4,IRWAYSAT Mahmoud Mustafa Alfijri,13505,2001-10-04,M,LBA,A,128.25,+94 kg Men,0,1,416,78,87,92,92,106,112,-120,112,204
5,5,5,ALJALI Aboubakr,13183,2001-03-26,M,LBA,A,95.25,+94 kg Men,0,1,416,75,80,85,85,85,92,-100,92,177
6,6,6,ROUX Hendriquo,14445,2003-09-02,M,RSA,A,102,+94 kg Men,0,1,416,52,-57,-57,52,62,67,72,72,124
1,1,1,MOHAMED Manal,13637,2002-01-01,W,EGY,A,43.85,44 kg Women,0,1,416,47,49,-55,49,57,65,-68,65,114
2,2,2,KATBI Nadja,13953,2002-06-26,W,ALG,A,42.55,44 kg Women,0,1,416,40,45,48,48,50,-55,55,55,103
3,3,3,RAVAKINIAINA Berthine,13866,2002-05-05,W,MAD,A,43.7,44 kg Women,0,1,416,-30,-30,30,30,40,45,-47,45,75
1,1,1,ALLAHELDIN Radwa,12991,2001-01-01,W,EGY,A,48,48 kg Women,0,1,416,55,57,62,62,71,-78,78,78,140
2,3,2,ESSAM Malak,14182,2003-01-01,W,EGY,A,47.15,48 kg Women,0,1,416,47,53,-55,53,60,68,70,70,123
3,2,3,SABRI Nour El Houda,14321,2003-04-28,W,ALG,A,47.8,48 kg Women,0,1,416,45,50,54,54,60,65,68,68,122
4,5,4,BEN ISSA Yossra,13474,2001-09-16,W,TUN,A,47.5,48 kg Women,0,1,416,46,-51,51,51,62,66,-69,66,117
5,4,5,NTUMI Winnifred,14079,2002-09-28,W,GHA,A,44.6,48 kg Women,0,1,416,48,52,-55,52,55,59,-62,59,111
6,6,6,RASOANANDRASANA Claudia,14118,2002-10-29,W,MAD,A,46.65,48 kg Women,0,1,416,35,-40,-40,35,45,-50,-52,45,80
1,1,1,ABDELAZIZ Abdelrahman Mohamed Ali,13259,2001-04-28,M,EGY,A,48.75,50 kg Men,0,1,416,75,-85,-87,75,93,-102,-102,93,168
2,2,3,ROUMEILI Mohamed,13657,2002-01-13,M,ALG,A,49.75,50 kg Men,0,1,416,65,68,-71,68,78,82,85,85,153
3,4,2,LAHIKINA JONAH Willy Daudiaz,13091,2001-02-04,M,MAD,A,49.45,50 kg Men,0,1,416,-60,60,-66,60,80,84,86,86,146
4,3,4,RATSIDIARINAMBININA Fitiavantsoa,13239,2001-04-18,M,MAD,A,46.35,50 kg Men,0,1,416,55,60,63,63,75,-80,-83,75,138
5,5,5,NGOUANOM NZALI Jeremie Junior,14753,2004-07-21,M,CMR,A,50,50 kg Men,0,1,416,50,54,57,57,-70,70,-75,70,127
6,6,6,LUTAAYA Hamdan Sserwanga,13648,2002-01-07,M,UGA,A,49.5,50 kg Men,0,1,416,47,52,-56,52,-61,66,-67,66,118
7,7,7,GRDAB Abdulrauf Mohamed Amhemmed,14538,2003-12-04,M,LBA,A,43.7,50 kg Men,0,1,416,45,47,51,51,57,-62,-63,57,108
8,8,8,CHOWGLAY Arsheeq,14846,2004-10-14,M,RSA,A,45.1,50 kg Men,0,1,416,42,45,-48,45,55,56,-60,56,101
1,1,1,MOUSSA Amal Mohamed Tawfik,13023,2001-01-10,W,EGY,A,52.05,53 kg Women,0,1,416,-67,67,-72,67,83,88,91,91,158
2,2,2,OKON Theresa Daniel,13783,2002-03-19,W,NGR,A,51.65,53 kg Women,0,1,416,60,-65,65,65,70,-75,75,75,140
3,3,3,BELOUNIS Nihad,14194,2003-01-09,W,ALG,A,52.75,53 kg Women,0,1,416,50,55,57,57,65,70,73,73,130
4,4,4,DEROUICHE Chaima,13521,2001-10-16,W,TUN,A,52.6,53 kg Women,0,1,416,48,52,55,55,58,62,64,64,119
5,5,5,MIHOUB Fatima,13755,2002-03-07,W,ALG,A,53,53 kg Women,0,1,416,45,50,-53,50,55,60,63,63,113
1,1,1,RAJAONA Miharintsoa Jose Paselliaz,13410,2001-08-04,M,MAD,A,55,56 kg Men,0,1,416,75,77,80,80,90,94,98,98,178
2,2,3,ABU HAMED Abdelmalek Ali Abdullah,13060,2001-01-24,M,LBA,A,55.25,56 kg Men,0,1,416,71,76,-78,76,90,95,-99,95,171
3,4,2,FARQUHAR James Connor,13779,2002-03-18,M,RSA,A,55.35,56 kg Men,0,1,416,70,-75,-78,70,87,92,96,96,166
4,3,4,KARIM Sid Ali,12985,2001-01-01,M,ALG,A,55.4,56 kg Men,0,1,416,71,-76,-78,71,87,-91,-93,87,158
NA,5,NA,VAN DER WALT Slade,14760,2004-08-01,M,RSA,A,55.05,56 kg Men,0,1,416,57,61,65,65,-76,-76,-76,NA,NA
1,1,2,SAID Neama Said Fahmi,14134,2002-11-15,W,EGY,A,57.7,58 kg Women,0,1,416,77,82,85,85,93,98,101,101,186
