total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,2,TALAKHADZE Lasha,7627,1993-10-02,M,GEO,A,155.12,+105 kg Men,0,1,341,-200,200,207,207,238,-247,247,247,454
2,12,1,SEIM Mart,5625,1990-10-24,M,EST,A,151.99,+105 kg Men,0,1,341,-185,185,190,190,241,-248,248,248,438
3,2,8,MINASYAN Gor,8466,1994-10-25,M,ARM,A,142.1,+105 kg Men,0,1,341,195,201,203,203,234,-240,-240,234,437
4,6,5,CHEN Shih-Chieh,5115,1989-11-27,M,TPE,A,152.43,+105 kg Men,0,1,341,182,191,195,195,231,-241,241,241,436
5,4,9,ZHARNASEK Yauheni,4074,1987-08-09,M,BLR,A,153.63,+105 kg Men,0,1,341,195,-200,201,201,227,233,-237,233,434
6,5,7,VELAGIC Almir,1950,1981-08-22,M,GER,A,146.16,+105 kg Men,0,1,341,187,192,195,195,228,233,238,238,433
7,8,4,ALEKSANYAN Ruben,5316,1990-03-14,M,ARM,A,148.9,+105 kg Men,0,1,341,185,192,-196,192,241,-246,NA,241,433
8,13,3,MOHAMED Ahmed Mohamed Abdelaziz,4387,1988-04-27,M,EGY,A,139.88,+105 kg Men,0,1,341,180,188,-192,188,230,241,-247,241,429
9,11,6,TOYCHYYEV Hojamuhammet,6337,1992-01-16,M,TKM,A,139.77,+105 kg Men,0,1,341,185,190,-193,190,226,233,238,238,428
10,7,12,SARAIVA REIS Fernando,5310,1990-03-10,M,BRA,A,153.86,+105 kg Men,0,1,341,190,-195,195,195,230,-240,-240,230,425
NA,14,NA,MASSOUD Mohamed Ehsan Attia,2737,1984-01-11,M,EGY,A,160.55,+105 kg Men,0,1,341,187,-196,NA,187,NA,NA,NA,NA,NA
NA,NA,NA,LOVCHEV Aleksei,4918,1989-06-13,M,RUS,A,140.46,+105 kg Men,1,1,341,200,206,211,NA,242,248,264,NA,NA
11,3,16,TURMANIDZE Irakli,3021,1984-12-13,M,GEO,B,132.26,+105 kg Men,0,1,341,190,197,202,202,220,-228,-228,220,422
12,15,10,ORSAG Jiri,4722,1989-01-05,M,CZE,B,125.85,+105 kg Men,0,1,341,177,181,185,185,-229,-229,230,230,415
13,10,14,PROCHOROW Alexej Dmitrievic,5347,1990-03-30,M,GER,B,134.36,+105 kg Men,0,1,341,181,186,190,190,210,218,222,222,412
14,9,19,SHYMECHKO Ihor,3598,1986-05-27,M,UKR,B,130.5,+105 kg Men,0,1,341,185,191,-194,191,206,212,219,219,410
15,17,11,MOULAEI Bahador,6472,1992-03-21,M,IRI,B,141.7,+105 kg Men,0,1,341,-176,176,-180,176,230,-245,-245,230,406
16,16,21,"NAGY Peter",3454,1986-01-16,M,HUN,B,155.72,+105 kg Men,0,1,341,185,-191,-191,185,217,-228,-228,217,402
17,20,13,KUCERA Kamil,3144,1985-03-19,M,CZE,B,141.86,+105 kg Men,0,1,341,165,170,175,175,212,220,225,225,400
18,18,17,WILKES Caine Morgan,4036,1987-07-10,M,USA,B,144.36,+105 kg Men,0,1,341,-176,-176,176,176,216,220,-225,220,396
19,22,15,KASABIJEW Arsen,4180,1987-11-15,M,POL,B,105.24,+105 kg Men,0,1,341,170,-175,-175,170,215,221,-226,221,391
20,21,22,DJANGABAEV Rustam,7552,1993-08-25,M,UZB,B,138.26,+105 kg Men,0,1,341,165,170,174,174,205,210,215,215,389
21,23,20,OLSHANETSKYI Igor,3488,1986-02-16,M,ISR,B,133.61,+105 kg Men,0,1,341,164,170,-175,170,207,211,217,217,387
NA,NA,18,KLICKI Krzysztof,5463,1990-06-13,M,POL,B,180.4,+105 kg Men,0,1,341,-171,-171,-171,NA,-220,220,-230,220,NA
22,24,23,SALAS MANGUIS Fernando Fabricio,4297,1988-02-10,M,ECU,C,157.48,+105 kg Men,0,1,341,-168,170,-175,170,200,205,211,211,381
23,19,25,TAGIROV Sergiy,4716,1989-01-02,M,UKR,C,108.43,+105 kg Men,0,1,341,165,170,175,175,200,205,-210,205,380
24,27,24,DETENAMO Itte,3710,1986-09-22,M,NRU,C,163.99,+105 kg Men,0,1,341,160,-165,165,165,200,207,-211,207,372
25,30,26,ROININEN Teemu Tapio,3648,1986-07-10,M,FIN,C,139.82,+105 kg Men,0,1,341,-155,-155,155,155,196,200,-203,200,355
26,31,27,TOLLEFSEN Kim Eirik,5155,1989-12-24,M,NOR,C,115.96,+105 kg Men,0,1,341,154,-159,-159,154,190,197,-201,197,351
27,28,28,VUKOVIC Ante,3536,1986-04-08,M,CRO,C,129.27,+105 kg Men,0,1,341,160,-163,-163,160,190,-193,NA,190,350
NA,25,NA,KOBALADZE George,778,1976-05-24,M,CAN,C,138.61,+105 kg Men,0,1,341,-162,162,168,168,-211,-211,-219,NA,NA
NA,26,NA,SLEVINSKIS Vincas,5224,1990-01-15,M,LTU,C,128.21,+105 kg Men,0,1,341,160,165,-170,165,-190,-190,-190,NA,NA
