total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,"NAGY Peter",3454,1986-01-16,M,HUN,A,151.7,+105 kg Men,0,1,163,180,187,192,192,213,220,-227,220,412
2,3,2,PROSHAK Oleg,2664,1983-11-06,M,UKR,A,120.34,+105 kg Men,0,1,163,180,185,-190,185,-210,213,217,217,402
3,2,3,HAKOBYAN Hayk,5465,1990-06-14,M,ARM,A,127.54,+105 kg Men,0,1,163,175,181,186,186,211,-216,216,216,402
4,4,8,SMORODINOV Denys,4858,1989-04-18,M,UKR,A,121.71,+105 kg Men,0,1,163,173,-180,-182,173,200,-207,-210,200,373
7,7,6,ELVAN Resul,4817,1989-03-18,M,TUR,A,105.04,+105 kg Men,0,1,163,155,160,-165,160,195,202,-207,202,362
8,6,9,MIRZAEISHAFE Behnam,4410,1988-05-19,M,IRI,A,110.59,+105 kg Men,0,1,163,-156,156,163,163,-196,-196,196,196,359
12,13,10,KIM Jeong-Gyu,5019,1989-08-25,M,KOR,A,138.91,+105 kg Men,0,1,163,150,-160,-160,150,195,-205,-205,195,345
NA,NA,NA,MASSOUD Mohamed Ehsan Attia,2737,1984-01-11,M,EGY,A,147.49,+105 kg Men,1,1,163,180,185,-190,NA,220,227,-240,NA,NA
5,9,4,KAPLIN Dmitriy,4611,1988-10-19,M,KAZ,B,115.53,+105 kg Men,0,1,163,160,-166,-167,160,190,198,207,207,367
6,5,7,SLEVINSKIS Vincas,5224,1990-01-15,M,LTU,B,119.82,+105 kg Men,0,1,163,155,162,167,167,191,200,-205,200,367
9,11,5,ITO Collin,3938,1987-04-05,M,USA,B,136.65,+105 kg Men,0,1,163,146,-152,152,152,197,206,-211,206,358
10,8,11,SIMKUS Modestas,3331,1985-10-02,M,LTU,B,107.71,+105 kg Men,0,1,163,160,-165,-165,160,180,187,193,193,353
11,10,12,KULPA Kamil,4522,1988-08-20,M,POL,B,122.35,+105 kg Men,0,1,163,147,152,-156,152,187,193,-197,193,345
13,12,13,SEIM Mart,5625,1990-10-24,M,EST,B,120.88,+105 kg Men,0,1,163,144,150,-153,150,190,-197,-200,190,340
14,14,14,BUTT Mustaqeem Mahmood,5790,1991-01-28,M,PAK,B,126.83,+105 kg Men,0,1,163,125,135,-145,135,160,-170,170,170,305
NA,15,NA,RENDY Radityo Ari,4396,1988-05-05,M,INA,B,136.79,+105 kg Men,0,1,163,-135,135,-140,135,-170,-170,-170,NA,NA
1,1,3,CHERNIKH Anastasia,4185,1987-11-21,W,RUS,A,98.43,+75 kg Women,0,1,163,103,108,113,113,131,137,-141,137,250
2,2,2,ABORNEVA Alexandra,3748,1986-10-30,W,KAZ,A,97.54,+75 kg Women,0,1,163,105,109,-114,109,135,138,-141,138,247
3,3,1,GONCHAROVA Daryna,3489,1986-02-16,W,UKR,A,99.96,+75 kg Women,0,1,163,100,-105,105,105,131,135,140,140,245
4,4,4,MAGAT Krisztina,4800,1989-03-02,W,HUN,A,101.16,+75 kg Women,0,1,163,95,101,-106,101,120,-126,126,126,227
5,5,5,SHU Jiao,4423,1988-05-30,W,CHN,A,75.47,+75 kg Women,0,1,163,100,-105,-105,100,125,-127,-127,125,225
1,1,1,MURATOV Gennady,3889,1987-03-02,M,RUS,A,104.26,105 kg Men,0,1,163,175,180,183,183,205,217,NA,217,400
2,2,6,HORDIYCHUK Mykola,2660,1983-11-02,M,UKR,A,103.29,105 kg Men,0,1,163,175,180,-183,180,202,-208,-208,202,382
3,3,3,LOVCHEV Aleksei,4918,1989-06-13,M,RUS,A,104.46,105 kg Men,0,1,163,170,-176,-176,170,200,205,-213,205,375
4,4,2,ZHANG Zhicheng,3073,1985-01-17,M,CHN,A,104.31,105 kg Men,0,1,163,-165,165,-172,165,200,206,-210,206,371
5,8,4,MOHAMED Ahmed Mohamed Abdelaziz,4387,1988-04-27,M,EGY,A,104.67,105 kg Men,0,1,163,161,-166,-166,161,205,-215,-215,205,366
6,13,5,KOSZALKA Pawel,5223,1990-01-11,M,POL,A,99.49,105 kg Men,0,1,163,150,-155,155,155,197,204,-207,204,359
7,6,8,IBISOGLU Ibrahim,4785,1989-02-19,M,TUR,A,102.11,105 kg Men,0,1,163,-155,155,162,162,190,197,-200,197,359
8,5,11,"NADERI Javad",2907,1984-08-14,M,IRI,A,103.4,105 kg Men,0,1,163,157,163,-166,163,195,-202,-202,195,358
