total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,2,1,ALBEGOV Ruslan,4286,1988-01-26,M,RUS,A,155.85,+105 kg Men,0,1,237,-195,-195,195,195,230,236,247,247,442
2,1,2,UDACHYN Artem,1584,1980-03-26,M,UKR,A,169.25,+105 kg Men,0,1,237,195,200,-203,200,231,242,-247,242,442
3,5,3,ORSAG Jiri,4722,1989-01-05,M,CZE,A,125.16,+105 kg Men,0,1,237,185,-190,-190,185,230,237,-243,237,422
4,3,6,TURMANIDZE Irakli,3021,1984-12-13,M,GEO,A,130.16,+105 kg Men,0,1,237,-192,-192,192,192,220,-230,-230,220,412
5,8,4,VELAGIC Almir,1950,1981-08-22,M,GER,A,139.9,+105 kg Men,0,1,237,-177,177,180,180,-218,220,229,229,409
6,4,7,"NAGY Peter",3454,1986-01-16,M,HUN,A,150.74,+105 kg Men,0,1,237,182,186,190,190,212,219,-223,219,409
7,7,8,MINASYAN Gor,8466,1994-10-25,M,ARM,A,140.63,+105 kg Men,0,1,237,180,-185,185,185,-215,215,NA,215,400
8,11,5,SEIM Mart,5625,1990-10-24,M,EST,A,136.1,+105 kg Men,0,1,237,165,-170,-170,165,-220,-220,221,221,386
NA,6,NA,HAKOBYAN Hayk,5465,1990-06-14,M,ARM,A,130.27,+105 kg Men,0,1,237,180,-185,185,185,-210,-210,-210,NA,NA
9,9,9,JOKARZADEH Darius Asadullah,7408,1993-06-25,M,GBR,B,140.66,+105 kg Men,0,1,237,165,173,-178,173,190,197,202,202,375
10,10,10,BALA Isa,2905,1984-08-11,M,ALB,B,129.57,+105 kg Men,0,1,237,165,170,-175,170,-195,195,-200,195,365
11,13,11,TOLLEFSEN Kim Eirik,5155,1989-12-24,M,NOR,B,109.9,+105 kg Men,0,1,237,145,150,-152,150,184,188,193,193,343
12,14,12,ROININEN Teemu Tapio,3648,1986-07-10,M,FIN,B,134.89,+105 kg Men,0,1,237,145,-150,150,150,185,193,-200,193,343
13,15,13,OJA Eero Veikko Mikael,5884,1991-04-10,M,FIN,B,116.09,+105 kg Men,0,1,237,140,144,146,146,175,183,-189,183,329
NA,12,NA,OLSHANETSKYI Igor,3488,1986-02-16,M,ISR,B,124.89,+105 kg Men,0,1,237,163,-168,-168,163,-202,-202,-202,NA,NA
1,2,1,BAGINSKA Sabina Hanna,3352,1985-10-19,W,POL,A,102.61,+75 kg Women,0,1,237,94,98,101,101,123,-124,128,128,229
