total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
NA,1,1,TALO Orepa Rosery,11850,1999-04-12,W,ASA,A,111.82,+69 kg Women,0,1,358,90,93,-96,93,110,114,-118,114,NA
NA,2,2,STOWERS Feagaiga,12927,2000-11-17,W,SAM,A,114.51,+69 kg Women,0,1,358,83,86,-88,86,105,110,-113,110,NA
NA,3,3,GRUNDLER Fe-Male,12212,1999-10-29,W,NRU,A,88.69,+69 kg Women,0,1,358,65,-71,71,71,85,88,-90,88,NA
NA,4,5,AUSAGE Jennade Ferline,11688,1999-01-24,W,ASA,A,73.29,+69 kg Women,0,1,358,-70,-70,70,70,85,-88,-89,85,NA
NA,5,4,MAFUTUNA Julietta Pasikate,11806,1999-03-22,W,NCL,A,73.97,+69 kg Women,0,1,358,65,70,-73,70,82,86,-90,86,NA
NA,6,7,CIRIKISUVA Ulamila Ceva Lyvon,13128,2001-02-22,W,FIJ,A,76.53,+69 kg Women,0,1,358,60,67,-73,67,72,-80,-80,72,NA
NA,7,6,LYNCH Manine Mato Oakirangi,11733,1999-02-12,W,COK,A,103.72,+69 kg Women,0,1,358,60,-65,65,65,75,80,-85,80,NA
NA,NA,NA,MOANA Maraia,11932,1999-05-23,W,FIJ,A,70.35,+69 kg Women,0,1,358,-67,-67,-67,NA,NA,NA,NA,NA,NA
1,1,1,SITAGATA Malaki Atonio Jr.,11844,1999-04-11,M,ASA,A,129.26,+94 kg Men,0,1,358,110,117,120,120,147,150,157,157,277
2,2,3,KUMEROA Benet Leslie Hapene,12660,2000-06-25,M,NZL,A,104.76,+94 kg Men,0,1,358,95,100,106,106,126,131,-136,131,237
3,3,2,MAUTAMA Moses Maki Ariki,12444,2000-03-02,M,NIU,A,122.12,+94 kg Men,0,1,358,97,102,-107,102,127,135,-140,135,237
