total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,2,2,SALIMIKORDASIABI Behdad,5130,1989-12-08,M,IRI,A,162.01,+105 kg Men,0,1,116,203,208,-211,208,241,245,-247,245,453
2,5,1,STEINER Matthias,2270,1982-08-25,M,GER,A,146.07,+105 kg Men,0,1,116,190,194,-196,194,233,241,246,246,440
3,3,5,UDACHYN Artem,1584,1980-03-26,M,UKR,A,158.13,+105 kg Men,0,1,116,195,201,205,205,235,-242,NA,235,440
4,13,3,JEON Sang-Guen,1841,1981-02-28,M,KOR,A,158.89,+105 kg Men,0,1,116,-185,185,-190,185,230,-241,242,242,427
5,7,4,ANOUSHIRAVANI HAMLABAD Sajjad,2829,1984-05-12,M,IRI,A,149.29,+105 kg Men,0,1,116,-185,185,191,191,-228,228,235,235,426
6,8,6,KOZLOV Andrey,2294,1982-09-27,M,RUS,A,147.69,+105 kg Men,0,1,116,185,190,-195,190,230,-238,-240,230,420
8,6,9,AN Yong-Kwon,2310,1982-10-15,M,KOR,A,141.25,+105 kg Men,0,1,116,-190,-190,191,191,225,NA,NA,225,416
NA,1,NA,CHIGISHEV Evgeny,1368,1979-05-28,M,RUS,A,133.96,+105 kg Men,0,1,116,202,207,210,210,-240,-241,-241,NA,NA
NA,4,NA,SCERBATIHS Viktors,519,1974-06-10,M,LAT,A,132.36,+105 kg Men,0,1,116,190,195,200,200,-231,-232,-235,NA,NA
NA,10,NA,VELAGIC Almir,1950,1981-08-22,M,GER,A,138.13,+105 kg Men,0,1,116,186,-191,-191,186,NA,NA,NA,NA,NA
NA,NA,13,SHYMECHKO Ihor,3598,1986-05-27,M,UKR,A,136.14,+105 kg Men,0,1,116,-200,-200,-201,NA,220,-230,-231,220,NA
7,9,7,MASSOUD Mohamed Ehsan Attia,2737,1984-01-11,M,EGY,B,149.13,+105 kg Men,0,1,116,180,186,190,190,221,228,NA,228,418
9,12,12,PAPAGERIDIS Dimitrios,3537,1986-04-11,M,GRE,B,134.72,+105 kg Men,0,1,116,177,182,185,185,210,215,220,220,405
10,18,8,CHEN Shih-Chieh,5115,1989-11-27,M,TPE,B,135.85,+105 kg Men,0,1,116,170,175,-178,175,210,223,226,226,401
11,16,11,ZHARNASEK Yauheni,4074,1987-08-09,M,BLR,B,142.94,+105 kg Men,0,1,116,175,-180,180,180,210,215,221,221,401
12,11,14,TURMANIDZE Irakli,3021,1984-12-13,M,GEO,B,120.36,+105 kg Men,0,1,116,175,180,185,185,205,210,215,215,400
13,20,10,JUDGE Patrick,3509,1986-03-06,M,USA,B,155.05,+105 kg Men,0,1,116,165,173,-178,173,-215,215,223,223,396
14,15,15,ORSAG Jiri,4722,1989-01-05,M,CZE,B,121.84,+105 kg Men,0,1,116,175,-180,180,180,215,-221,-225,215,395
15,14,18,"NAGY Peter",3454,1986-01-16,M,HUN,B,150.25,+105 kg Men,0,1,116,183,-190,-191,183,-212,212,-218,212,395
16,19,16,OTA Kazuomi,3639,1986-07-01,M,JPN,B,144.1,+105 kg Men,0,1,116,175,-180,-180,175,210,214,-221,214,389
17,17,21,DOLEGA Daniel,4666,1988-12-16,M,POL,B,116.38,+105 kg Men,0,1,116,173,178,-183,178,202,-212,-212,202,380
18,21,20,ARTEAGA GARCIA Julio Cesar,3515,1986-03-09,M,ECU,B,133.41,+105 kg Men,0,1,116,163,168,172,172,207,-217,-220,207,379
20,26,19,HEJDA Petr,2675,1983-11-13,M,CZE,B,137.22,+105 kg Men,0,1,116,158,163,-166,163,205,210,-215,210,373
21,22,22,REMEZA Egidijus,2490,1983-04-03,M,LTU,B,108.5,+105 kg Men,0,1,116,165,170,-175,170,200,-207,-207,200,370
19,24,17,KOBALADZE George,778,1976-05-24,M,CAN,C,126.17,+105 kg Men,0,1,116,-162,-162,165,165,212,-218,-218,212,377
22,25,24,KRUZEL Ondrej,4527,1988-08-23,M,SVK,C,129.83,+105 kg Men,0,1,116,157,163,-168,163,199,-205,-207,199,362
23,23,25,LOPEZ BOBADILLA Christian Alberto,2804,1984-03-30,M,GUA,C,120.43,+105 kg Men,0,1,116,-165,165,-171,165,190,-196,196,196,361
24,28,26,CHAO Shih-Chieh,5551,1990-08-19,M,TPE,C,138.42,+105 kg Men,0,1,116,-160,160,-165,160,195,-203,-203,195,355
25,31,23,ITO Collin,3938,1987-04-05,M,USA,C,130.81,+105 kg Men,0,1,116,146,-150,-152,146,191,196,200,200,346
26,29,27,SARAIVA REIS Fernando,5310,1990-03-10,M,BRA,C,122.98,+105 kg Men,0,1,116,-155,-155,155,155,-190,190,NA,190,345
27,30,28,ROININEN Teemu Tapio,3648,1986-07-10,M,FIN,C,138.46,+105 kg Men,0,1,116,145,149,152,152,190,-196,-197,190,342
28,33,29,SANDEEP Kumar,1502,1980-01-01,M,IND,C,114.28,+105 kg Men,0,1,116,132,137,141,141,175,180,183,183,324
29,32,30,RUPINDER Singh,3278,1985-08-15,M,IND,C,112.57,+105 kg Men,0,1,116,137,145,-150,145,175,-180,-180,175,320
30,34,31,AINSLIE William,1392,1979-08-02,M,RSA,C,133.97,+105 kg Men,0,1,116,127,133,-138,133,165,-170,170,170,303
NA,27,NA,TALAKHADZE Lasha,7627,1993-10-02,M,GEO,C,130.34,+105 kg Men,0,1,116,157,-162,162,162,-180,-180,NA,NA,NA
1,1,3,KASHIRINA Tatiana,5783,1991-01-24,W,RUS,A,96.93,+75 kg Women,0,1,116,135,141,145,145,165,170,-175,170,315
2,2,1,MENG Suping,4967,1989-07-17,W,CHN,A,115.72,+75 kg Women,0,1,116,120,126,131,131,165,177,179,179,310
3,3,2,JANG Mi-ran,2641,1983-10-09,W,KOR,A,116.12,+75 kg Women,0,1,116,125,-130,130,130,167,-176,179,179,309
4,5,5,ABORNEVA Alexandra,3748,1986-10-30,W,KAZ,A,94.84,+75 kg Women,0,1,116,113,-117,-120,113,145,147,-155,147,260
5,6,6,NIEVE ARROYO Oliba Seledina,978,1977-11-25,W,ECU,A,92.09,+75 kg Women,0,1,116,107,112,-117,112,140,-146,146,146,258
6,4,7,DOVHAL Yuliya,2544,1983-06-02,W,UKR,A,87.43,+75 kg Women,0,1,116,115,-120,-120,115,137,-142,142,142,257
10,12,8,CHERNIAVSKA Svitlana,2772,1984-02-12,W,UKR,A,103.6,+75 kg Women,0,1,116,106,-110,-110,106,134,138,141,141,247
NA,NA,NA,KHURSHUDYAN Hripsime,4061,1987-07-27,W,ARM,A,86.05,+75 kg Women,1,1,116,123,-130,-130,NA,152,160,NA,NA,NA
7,7,10,SHIMAMOTO Mami,4128,1987-09-24,W,JPN,B,101.39,+75 kg Women,0,1,116,106,110,112,112,137,140,-144,140,252
8,13,4,JONAI Fumiko,3112,1985-02-19,W,JPN,B,107.22,+75 kg Women,0,1,116,100,-103,103,103,140,144,148,148,251
9,8,11,ROBLES Sarah Elizabeth,4494,1988-08-01,W,USA,B,122.24,+75 kg Women,0,1,116,104,108,111,111,-139,-140,140,140,251
11,11,9,IBRAHIEM MOHAMED Afaf,4765,1989-02-05,W,EGY,B,99.47,+75 kg Women,0,1,116,101,-106,106,106,131,136,140,140,246
12,10,14,YAMADA Masaharu,1611,1980-05-01,M,JPN,B,94.31,+75 kg Women,0,1,116,100,104,106,106,130,134,136,136,242
12,10,14,YAMADA Masaharu,1612,1980-05-01,W,JPN,B,94.31,+75 kg Women,0,1,116,100,104,106,106,130,134,136,136,242
13,15,13,HARIDY Shaimaa Ahmed Khalaf,5736,1991-01-01,W,EGY,B,110.08,+75 kg Women,0,1,116,97,101,-105,101,128,134,138,138,239
14,17,12,LIU Yun-Chien,4617,1988-10-22,W,TPE,B,100.55,+75 kg Women,0,1,116,93,98,-101,98,130,138,-143,138,236
15,9,15,UCAR Ummuhan,3436,1986-01-01,W,TUR,B,80.95,+75 kg Women,0,1,116,95,101,106,106,120,125,128,128,234
16,14,16,BAGINSKA Sabina Hanna,3352,1985-10-19,W,POL,B,98.79,+75 kg Women,0,1,116,100,102,-104,102,-125,125,-130,125,227
17,18,17,MAGAT Krisztina,4800,1989-03-02,W,HUN,B,102.36,+75 kg Women,0,1,116,91,95,98,98,115,120,124,124,222
18,16,19,CARVAJAL DE LA ROSA Maria Lustiliana,1114,1978-05-24,W,DOM,B,89.6,+75 kg Women,0,1,116,94,-99,100,100,114,120,-124,120,220
19,19,18,CAMPALDINI Annarosa,3248,1985-07-09,W,ITA,B,97.51,+75 kg Women,0,1,116,90,95,-98,95,113,120,123,123,218
20,23,20,TSENDAYUSH Ariunjargal,1307,1979-02-14,W,MGL,B,104.36,+75 kg Women,0,1,116,72,-77,-77,72,100,-105,105,105,177
21,22,21,SARANTSETSEG Sukhbaatar,1659,1980-07-26,W,MGL,B,83.24,+75 kg Women,0,1,116,77,-82,-82,77,93,98,-102,98,175
22,21,22,PUSTOVAROVA Ganna,7649,1993-10-11,W,UZB,B,101.29,+75 kg Women,0,1,116,-78,78,-82,78,97,-101,-101,97,175
NA,20,NA,MASCORRO OSUNA Tania Guadalupe,4643,1988-11-24,W,MEX,B,99.52,+75 kg Women,0,1,116,85,-90,-90,85,-115,-115,-115,NA,NA
1,3,1,DOLEGA Marcin,2238,1982-07-18,M,POL,A,104.11,105 kg Men,0,1,116,188,-191,-192,188,218,227,-238,227,415
2,1,2,KLOKOV Dmitriy,2455,1983-02-18,M,RUS,A,104.43,105 kg Men,0,1,116,185,190,192,192,218,223,-227,223,415
3,2,5,SMORCHKOV Vladimir,1533,1980-01-25,M,RUS,A,103.87,105 kg Men,0,1,116,190,-193,-195,190,215,220,-225,220,410
4,6,3,BONK Bartlomiej Wojciech,2962,1984-10-11,M,POL,A,102.77,105 kg Men,0,1,116,-180,180,-185,180,211,218,222,222,402
5,5,4,EFREMOV Ivan,3516,1986-03-09,M,UZB,A,104.28,105 kg Men,0,1,116,175,-179,181,181,210,217,221,221,402
6,4,7,ISTOMIN Sergey,3468,1986-01-24,M,KAZ,A,104.26,105 kg Men,0,1,116,175,182,-185,182,210,215,-220,215,397
7,10,6,BABAYAN Artur,2678,1983-11-17,M,ARM,A,104.07,105 kg Men,0,1,116,170,176,-181,176,212,-218,218,218,394
