total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,LEE Sojung,12446,2000-03-02,W,KOR,A,101.01,+69 kg Women,0,1,369,86,88,92,92,115,120,126,126,218
2,2,2,CHANG Yu-Hsuan,12253,1999-11-20,W,TPE,A,92.68,+69 kg Women,0,1,369,85,87,-92,87,105,-108,110,110,197
3,3,3,PANDEY Purnima,12196,1999-10-16,W,IND,A,77.68,+69 kg Women,0,1,369,-78,-78,78,78,98,102,-111,102,180
4,4,4,ABE Shiori,12471,2000-03-14,W,JPN,A,69.34,+69 kg Women,0,1,369,67,72,76,76,85,89,-92,89,165
1,1,1,DAVOUDI Ali,11804,1999-03-22,M,IRI,A,145.06,+94 kg Men,0,1,369,155,166,-171,166,185,200,-210,200,366
2,2,2,ROSHANI Mohammadreza,12392,2000-02-03,M,IRI,A,153.52,+94 kg Men,0,1,369,143,148,152,152,182,184,-201,184,336
3,3,4,LIN Sheng-Lun,12375,2000-01-22,M,TPE,A,106.7,+94 kg Men,0,1,369,136,146,-150,146,175,-181,181,181,327
4,5,3,YOKOYAMA Taiga,11867,1999-04-20,M,JPN,A,139.88,+94 kg Men,0,1,369,135,-141,-142,135,-175,175,182,182,317
5,4,5,ABDUKHALIMOV Jasurjon,11969,1999-06-13,M,UZB,A,97.13,+94 kg Men,0,1,369,135,140,-146,140,150,160,165,165,305
6,6,6,SAWANOBORI Kentaro,11885,1999-04-28,M,JPN,A,100.84,+94 kg Men,0,1,369,115,119,-123,119,145,150,155,155,274
7,7,7,ALFAWAR Mohammed Noor H,12201,1999-10-21,M,KSA,A,119.38,+94 kg Men,0,1,369,110,117,-120,117,130,131,-142,131,248
1,1,1,KHONG My Phuong,12010,1999-07-05,W,VIE,A,43.97,44 kg Women,0,1,369,63,68,-76,68,72,80,NA,80,148
2,3,2,DAS Shrabani,13773,2002-03-16,W,IND,A,43.97,44 kg Women,0,1,369,53,56,-57,56,65,67,70,70,126
3,2,4,MUTO Rieru,13839,2002-04-14,W,JPN,A,43.91,44 kg Women,0,1,369,-54,54,56,56,64,-66,66,66,122
4,4,3,RAMOS Rosegie,14548,2003-12-15,W,PHI,A,42.05,44 kg Women,0,1,369,-53,53,-55,53,65,-67,67,67,120
5,5,5,CAMBARIJAN Leonida,12979,2000-12-28,W,PHI,A,40.3,44 kg Women,0,1,369,45,50,52,52,60,-65,65,65,117
1,1,1,"NANTHAWONG Chiraphan",12093,1999-08-17,W,THA,A,47.51,48 kg Women,0,1,369,68,70,72,72,90,-94,94,94,166
2,2,2,FANG Wan-Ling,12273,1999-12-01,W,TPE,A,47.27,48 kg Women,0,1,369,65,68,71,71,85,88,-93,88,159
3,3,3,CHAVAN Mohini Daryappa,11923,1999-05-20,M,IND,A,47.88,48 kg Women,0,1,369,64,66,68,68,81,85,-89,85,153
3,3,3,CHAVAN Mohini Daryappa,11924,1999-05-20,W,IND,A,47.88,48 kg Women,0,1,369,64,66,68,68,81,85,-89,85,153
4,5,4,DALABEHERA Jhilli,11717,1999-02-03,W,IND,A,47.45,48 kg Women,0,1,369,-60,-60,60,60,77,81,-85,81,141
5,4,5,DIAZ Mary Flor,11897,1999-05-04,W,PHI,A,47.13,48 kg Women,0,1,369,60,-64,-64,60,73,-77,77,77,137
6,6,6,IRAMINA Rie,11682,1999-01-21,W,JPN,A,46.9,48 kg Women,0,1,369,56,-58,-59,56,71,73,75,75,131
1,1,1,LE Nguyen Quoc Bao,12322,2000-01-01,M,VIE,A,49.48,50 kg Men,0,1,369,86,-96,-96,86,110,117,-120,117,203
2,2,2,YAMAGUCHI Yuto,12642,2000-06-15,M,JPN,A,49.88,50 kg Men,0,1,369,82,-85,85,85,100,104,109,109,194
3,4,3,RIVERA John Paolo Jr,13109,2001-02-12,M,PHI,A,49.33,50 kg Men,0,1,369,75,-80,-80,75,91,100,-108,100,175
4,3,6,ALHAYEK Ahmed Bandar A,14078,2002-09-28,M,KSA,A,49.87,50 kg Men,0,1,369,67,76,-81,76,85,-89,-90,85,161
5,6,4,ALARAB Hassan Abdulbaqi A,12408,2000-02-11,M,KSA,A,49.42,50 kg Men,0,1,369,67,-76,-76,67,83,-90,90,90,157
6,5,5,WU Che-Yu,12817,2000-09-15,M,TPE,A,49.05,50 kg Men,0,1,369,65,68,-71,68,85,-88,88,88,156
7,7,7,LEE Gyuseok,13748,2002-03-04,M,KOR,A,44.73,50 kg Men,0,1,369,57,-62,62,62,71,74,76,76,138
1,1,1,KHAMBAO Surodchana,12312,1999-12-23,W,THA,A,52.54,53 kg Women,0,1,369,75,-79,79,79,95,97,-101,97,176
2,2,2,DELOS SANTOS Ma Dessa,12261,1999-11-25,W,PHI,A,52.76,53 kg Women,0,1,369,71,76,-78,76,91,-96,96,96,172
3,3,3,HASHIMOTO Sumire,13087,2001-02-02,W,JPN,B,52.66,53 kg Women,0,1,369,65,68,70,70,85,88,90,90,160
4,5,5,PYAE Pyae Phyo,13327,2001-06-15,W,MYA,B,51.3,53 kg Women,0,1,369,63,68,-71,68,-80,80,87,87,155
5,6,4,SOROKHAIBAM Bindyarani Devi,11698,1999-01-27,W,IND,B,51.45,53 kg Women,0,1,369,-65,-65,65,65,-85,86,89,89,154
6,4,6,ADYLBEK KYZY Aziza,12099,1999-08-23,W,KGZ,B,51.88,53 kg Women,0,1,369,65,69,-71,69,81,-86,-86,81,150
1,1,1,LY Quang Vinh,11855,1999-04-14,M,VIE,A,55.06,56 kg Men,0,1,369,106,110,112,112,123,130,-135,130,242
2,2,3,JEREMY Lalrinnunga,14112,2002-10-26,M,IND,B,55.93,56 kg Men,0,1,369,98,102,106,106,118,122,125,125,231
3,3,2,MUTHUPANDI Raja,12352,2000-01-12,M,IND,B,55.8,56 kg Men,0,1,369,-95,95,-99,95,125,130,-136,130,225
4,5,4,YU Cheng-En,12020,1999-07-11,M,TPE,B,55.64,56 kg Men,0,1,369,85,-89,89,89,110,115,120,120,209
5,4,6,KAMIYA Toma,11822,1999-03-28,M,JPN,B,55.92,56 kg Men,0,1,369,91,-94,94,94,114,-118,-118,114,208
6,6,5,ALMAZYADI Nawaf Mohammed S,12763,2000-08-19,M,KSA,B,55.88,56 kg Men,0,1,369,87,-95,-96,87,110,119,-122,119,206
7,7,7,KIM Gyeongho,13617,2001-12-18,M,KOR,B,55.69,56 kg Men,0,1,369,78,-83,83,83,97,101,104,104,187
1,1,3,GUSHIKEN Rina,12477,2000-03-18,W,JPN,A,56.4,58 kg Women,0,1,369,73,76,-79,76,87,-89,89,89,165
2,3,1,KIM Hansol,13754,2002-03-07,W,KOR,A,57.3,58 kg Women,0,1,369,66,70,-74,70,88,91,-96,91,161
3,2,2,CHEN Ching,12177,1999-10-06,W,TPE,B,56.74,58 kg Women,0,1,369,63,67,70,70,85,-90,90,90,160
4,4,4,HIPOLITO Jane Linete,13522,2001-10-16,W,PHI,B,54.01,58 kg Women,0,1,369,55,60,64,64,-75,75,-80,75,139
5,5,5,LAO Renee Aliana,12267,1999-11-28,W,PHI,B,57.44,58 kg Women,0,1,369,-60,60,-64,60,75,-78,-78,75,135
1,1,1,ERGASHEV Adkhamjon,11792,1999-03-12,M,UZB,A,61.5,62 kg Men,0,1,369,118,-121,121,121,145,150,151,151,272
2,2,3,TALIB Talha,12170,1999-10-03,M,PAK,A,61.88,62 kg Men,0,1,369,112,116,117,117,133,138,-141,138,255
3,4,2,"NAVI Gulam",12641,2000-06-15,M,IND,A,61.87,62 kg Men,0,1,369,102,106,108,108,135,140,-147,140,248
5,5,5,AITPEKOV Kadyrbek,13501,2001-10-01,M,KGZ,A,59.93,62 kg Men,0,1,369,102,-107,107,107,128,-137,-137,128,235
4,3,4,KIMURA Yuki,11789,1999-03-10,M,JPN,B,61.76,62 kg Men,0,1,369,105,108,-111,108,128,130,-133,130,238
6,7,6,K C Prakash,12292,1999-12-12,M,NEP,B,61.15,62 kg Men,0,1,369,95,97,100,100,120,124,-127,124,224
7,6,8,ALAJYAN Hussain Ali M,11876,1999-04-24,M,KSA,B,61.47,62 kg Men,0,1,369,94,-98,101,101,112,118,-121,118,219
8,8,7,CHEN Cheng-Pao,12228,1999-11-06,M,TPE,B,60.83,62 kg Men,0,1,369,91,-96,-96,91,115,120,-125,120,211
1,1,1,SONKAEW Rodsukon,12268,1999-11-28,W,THA,A,61.83,63 kg Women,0,1,369,80,85,90,90,100,110,115,115,205
2,2,2,KONJENGBAM Roshilata Devi,12021,1999-07-11,W,IND,A,62,63 kg Women,0,1,369,-75,-75,75,75,91,-93,94,94,169
3,4,3,SAKAKURA Rika,11760,1999-02-23,W,JPN,A,62.24,63 kg Women,0,1,369,-74,-74,74,74,-92,92,93,93,167
4,3,4,GA Minjeong,11703,1999-01-28,W,KOR,A,61.57,63 kg Women,0,1,369,71,74,-75,74,90,-92,-92,90,164
5,5,6,CHOLPONBEK KYZY Raushan,12301,1999-12-18,W,KGZ,A,62.89,63 kg Women,0,1,369,65,70,73,73,85,-90,-91,85,158
6,6,7,BATJARGAL Otgonjargal,12528,2000-04-14,W,MGL,A,61.56,63 kg Women,0,1,369,48,52,55,55,65,-75,-75,65,120
NA,NA,5,HUNG Ling,11862,1999-04-16,W,TPE,A,62.94,63 kg Women,0,1,369,-67,-67,-67,NA,85,88,-91,88,NA
1,1,2,ZHAKHANSHA Arystanbek,11851,1999-04-13,M,KAZ,A,68.56,69 kg Men,0,1,369,120,126,128,128,155,-160,-160,155,283
2,2,1,NGUYEN Quang Truong,11669,1999-01-14,M,VIE,A,68.16,69 kg Men,0,1,369,126,-129,-129,126,155,-160,-160,155,281
3,3,4,ZAAB Eshagh,11934,1999-05-24,M,IRI,A,68.22,69 kg Men,0,1,369,119,125,-127,125,-148,148,-158,148,273
4,4,3,SOLTANI Hossein,12276,1999-12-02,M,IRI,A,68.6,69 kg Men,0,1,369,124,-128,-129,124,149,-161,-161,149,273
5,5,5,TOSHTEMIROV Sarvar,12718,2000-07-26,M,UZB,B,68.58,69 kg Men,0,1,369,118,121,-123,121,140,146,148,148,269
6,6,9,RAGALA Varun,12520,2000-04-08,M,IND,B,68.61,69 kg Men,0,1,369,113,117,-121,117,-133,133,140,140,257
