total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,MARTIROSYAN Simon,10176,1997-02-17,M,ARM,A,109.9,+105 kg Men,0,1,361,175,182,187,187,210,220,225,225,412
2,6,2,GABER Ahmed Mohamed Abdelhamed Mohamed,9380,1996-01-18,M,EGY,A,132.1,+105 kg Men,0,1,361,161,166,-170,166,215,219,221,221,387
3,3,3,KAJDOCI Tamas,10337,1997-04-21,M,SRB,A,138.82,+105 kg Men,0,1,361,167,-171,171,171,210,216,-220,216,387
4,4,5,FAZLIKOSALARI Amirhossein,9368,1996-01-13,M,IRI,A,120.38,+105 kg Men,0,1,361,162,-170,170,170,209,-216,-217,209,379
5,2,9,CHINEN Kosuke,9348,1996-01-06,M,JPN,A,148.12,+105 kg Men,0,1,361,165,171,177,177,-200,200,-210,200,377
6,5,8,AKHMEDIANOV Iurii,10231,1997-03-09,M,RUS,A,138.74,+105 kg Men,0,1,361,162,167,-170,167,200,-208,-208,200,367
7,8,7,KOKAEV Soslan,10041,1996-12-29,M,RUS,A,135.12,+105 kg Men,0,1,361,155,160,165,165,195,200,-205,200,365
8,7,10,KOBETS Maksym,9605,1996-05-09,M,UKR,A,121,+105 kg Men,0,1,361,160,165,-170,165,192,-198,199,199,364
9,10,4,LITI David Andrew,9740,1996-07-11,M,NZL,A,147.32,+105 kg Men,0,1,361,-153,153,-158,153,203,210,-216,210,363
10,9,6,NONAKA Masahiro,9752,1996-07-17,M,JPN,A,143.6,+105 kg Men,0,1,361,150,-156,156,156,195,202,-209,202,358
11,11,11,JARNUT Radoslaw,10309,1997-04-08,M,POL,A,140.56,+105 kg Men,0,1,361,140,-145,145,145,170,176,-181,176,321
12,12,12,MIKOVICS Attila,11493,1998-10-20,M,HUN,A,132.9,+105 kg Men,0,1,361,135,140,-145,140,165,172,-180,172,312
1,2,1,CHAIDEE Duangaksorn,10580,1997-08-11,W,THA,A,111.48,+75 kg Women,0,1,361,-111,111,115,115,141,146,150,150,265
2,1,2,HOTFRID Anastasiia,9582,1996-04-25,W,GEO,A,88.4,+75 kg Women,0,1,361,110,114,116,116,134,140,-145,140,256
3,4,4,BROWN Mercy Opeyemi,9694,1996-06-20,W,GBR,A,95.2,+75 kg Women,0,1,361,101,105,-107,105,124,128,131,131,236
4,3,5,AYOVI CABEZAS Lisseth Betzaida,11355,1998-08-07,W,ECU,A,112.34,+75 kg Women,0,1,361,104,108,-110,108,123,127,-130,127,235
5,5,3,KIM Jihyeon,11219,1998-06-04,W,KOR,A,131.64,+75 kg Women,0,1,361,-103,103,-106,103,126,131,132,132,235
6,6,6,BARANOVA Yelyzaveta,11539,1998-11-05,W,UKR,A,91.58,+75 kg Women,0,1,361,-93,93,96,96,117,121,-124,121,217
