total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,NGADJA NYABEYEU Junior Periclex,7392,1993-06-16,M,CMR,A,103.2,109 kg Men,0,0,488,147,153,-160,153,187,195,-201,195,348
2,2,2,MORRIS Nathan Eli,9747,1996-07-13,M,RSA,A,108.09,109 kg Men,0,0,488,120,-130,-130,120,-150,-150,150,150,270
1,1,1,RANDAFIARISON Rosina,12318,1999-12-29,W,MAD,A,43.81,45 kg Women,0,0,488,65,-71,71,71,-85,85,-90,85,156
1,1,1,NY HASINA ANDRIMITANTSOA Zo L S,11106,1998-04-12,W,MAD,A,48.21,49 kg Women,0,0,488,60,-68,-68,60,80,-85,-85,80,140
1,1,1,RAMIARIMANANA Jean Elariont Ricardo,12045,1999-07-22,M,MAD,A,54.29,55 kg Men,0,0,488,95,103,105,105,120,-130,-130,120,225
1,1,1,RANAIVOSOA Marie Hanitra Roilya,5645,1990-11-14,W,MRI,A,53.58,55 kg Women,0,0,488,73,78,-81,78,94,98,-101,98,176
2,2,2,BAKOLIHARISOA Sarikanirina Aurela,9171,1995-10-02,W,MAD,A,53.28,55 kg Women,0,0,488,-65,-65,65,65,85,-90,-95,85,150
1,1,1,RAKOTOHARISOA Angeline Nera Sarah,10574,1997-08-09,W,MAD,A,58.7,59 kg Women,0,0,488,65,-70,70,70,-80,-80,80,80,150
2,2,2,GOPALOODOO Doushka,12442,2000-03-01,W,MRI,A,57.24,59 kg Women,0,0,488,45,-50,50,50,60,-69,NA,60,110
1,1,1,ANDRIANTSITOHAINA Eric Herman,6027,1991-07-21,M,MAD,A,60.45,61 kg Men,0,0,488,105,-110,110,110,145,152,-156,152,262
2,2,2,SEBOTA Nkhahle Thapelo,10502,1997-07-08,M,LES,A,59.65,61 kg Men,0,0,488,70,-76,80,80,90,97,-103,97,177
0,NA,1,RANDRIANANDRASANA Sitrakiniaina N T,11498,1998-10-22,W,MAD,A,62.25,64 kg Women,0,0,488,-80,-80,-80,NA,95,101,NA,101,NA
1,1,2,RAVOLOLONIAINA Elisa Vania,6422,1992-02-24,W,MAD,A,62.5,64 kg Women,0,0,488,82,-88,-88,82,100,-105,-105,100,182
1,1,1,ANDRIATSITOHAINA Tojonirina Alain,8728,1995-02-26,M,MAD,A,66.05,67 kg Men,0,0,488,-130,130,136,136,160,-168,-169,160,296
1,1,1,RALIJAONA Volimbolamena A E,12607,2000-05-29,W,MAD,A,62.09,71 kg Women,0,0,488,50,53,-56,53,65,70,-75,70,123
1,1,1,RANDRIANJATOVO Fanambina Tina M,8798,1995-03-25,M,MAD,A,71.87,73 kg Men,0,0,488,120,125,-130,125,-150,150,155,155,280
2,2,2,FANOMEZANTSOA Ravo Cadeau,11118,1998-04-20,M,MAD,A,71.72,73 kg Men,0,0,488,110,115,-120,115,140,145,150,150,265
3,3,3,NTSINYI Machachamise,11136,1998-04-29,M,LES,A,72.24,73 kg Men,0,0,488,85,-95,-95,85,115,120,-126,120,205
1,1,1,YANOU KETCHANKE Jean Baptiste,7471,1993-07-19,M,CMR,A,80.15,81 kg Men,0,0,488,128,132,-138,132,160,168,-172,168,300
2,2,2,NJOYA Ahmed Valdy,11735,1999-02-13,M,CMR,A,80.75,81 kg Men,0,0,488,120,-130,-131,120,161,-170,NA,161,281
1,1,1,MEUKEUGNI NOUMBISSI Clementine,5600,1990-10-01,W,CMR,A,86.63,87 kg Women,0,0,488,-92,-92,95,95,110,NA,NA,110,205
1,1,1,RANDRIANAVALONA Fanantenana Claudio,6605,1992-06-08,M,MAD,A,81.55,89 kg Men,0,0,488,115,120,-127,120,152,160,-170,160,280
2,2,2,MASHEGO Vuyani,6411,1992-02-22,M,RSA,A,83.05,89 kg Men,0,0,488,110,-115,-115,110,140,145,-153,145,255
3,3,3,SOLOMON Dikabelo,9033,1995-07-23,M,BOT,A,84.28,89 kg Men,0,0,488,100,-110,110,110,120,130,-141,130,240
1,1,1,HERY NY AINA MAMINTSOA Wella Sergio,10142,1997-02-04,M,MAD,A,92.35,96 kg Men,0,0,488,110,-115,-115,110,135,145,-150,145,255
