total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,3,1,SAVCHUK Antoniy,9242,1995-11-20,M,RUS,A,133,+105 kg Men,0,1,296,168,174,178,178,210,220,224,224,402
2,1,3,"NAGY Peter",3454,1986-01-16,M,HUN,A,152.75,+105 kg Men,0,1,296,175,181,186,186,210,216,NA,216,402
3,6,2,SELYUTIN Alexey,7218,1993-03-23,M,RUS,A,122.05,+105 kg Men,0,1,296,165,170,-175,170,205,213,220,220,390
4,4,4,SUN Longfei,5074,1989-10-18,M,CHN,A,127.75,+105 kg Men,0,1,296,175,-180,-182,175,215,-223,-223,215,390
5,2,5,HAKOBYAN Hayk,5465,1990-06-14,M,ARM,A,130,+105 kg Men,0,1,296,172,181,-186,181,-200,200,-210,200,381
6,7,7,KENJAEV Davron,8659,1995-01-24,M,UZB,A,120,+105 kg Men,0,1,296,155,162,-166,162,185,192,-196,192,354
7,8,6,KAJDOCSI Tivadar,7658,1993-10-15,M,SRB,A,123.75,+105 kg Men,0,1,296,142,147,-152,147,185,-193,193,193,340
8,9,8,KAJDOCI Tamas,10337,1997-04-21,M,SRB,A,122,+105 kg Men,0,1,296,140,145,-150,145,-181,181,185,185,330
9,10,9,AYHAN Saban,6400,1992-02-17,M,TUR,A,120.1,+105 kg Men,0,1,296,130,135,140,140,170,177,-181,177,317
NA,5,NA,DOLEGA Daniel,4666,1988-12-16,M,POL,A,119.4,+105 kg Men,0,1,296,-171,-171,172,172,-210,-213,-218,NA,NA
NA,NA,NA,DOLEGA Marcin,2238,1982-07-18,M,POL,A,110.9,+105 kg Men,1,1,296,180,185,190,NA,215,220,-230,NA,NA
1,1,1,HARIDY Shaimaa Ahmed Khalaf,5736,1991-01-01,W,EGY,A,118.2,+75 kg Women,0,1,296,108,115,116,116,142,145,NA,145,261
2,3,2,LI Rongyan,5755,1991-01-05,W,CHN,A,77.47,+75 kg Women,0,1,296,105,110,113,113,135,140,143,143,256
3,4,3,ZAVGORODNYAYA Julia,6716,1992-08-08,W,RUS,A,79.6,+75 kg Women,0,1,296,110,-113,-113,110,135,-140,140,140,250
4,2,4,AANEI Andreea,7734,1993-11-18,W,ROU,A,107.24,+75 kg Women,0,1,296,108,112,115,115,-135,-135,135,135,250
5,5,5,ANANIADOU Eftychia,4038,1987-07-10,W,GRE,A,88.1,+75 kg Women,0,1,296,101,106,-111,106,-125,125,-131,125,231
6,6,6,CHAUKOVA Kseniia,9981,1996-11-24,W,RUS,A,76.75,+75 kg Women,0,1,296,80,85,90,90,101,107,115,115,205
7,7,7,PAPIKYAN Arevik,9069,1995-08-09,W,ARM,A,76.23,+75 kg Women,0,1,296,75,80,85,85,95,101,106,106,191
NA,NA,NA,AMAECHI Chioma Madonna,6435,1992-03-02,W,USA,A,99.8,+75 kg Women,0,1,296,-100,-100,-100,NA,NA,NA,NA,NA,NA
1,4,1,PLESNIEKS Arturs,6352,1992-01-21,M,LAT,A,104.08,105 kg Men,0,1,296,165,170,-175,170,205,213,NA,213,383
2,1,4,DZAGOEV Soslan,7329,1993-05-16,M,RUS,A,99.45,105 kg Men,0,1,296,170,-176,176,176,200,-206,206,206,382
3,2,2,KAVELASVILI David,3269,1985-08-02,M,GRE,A,103,105 kg Men,0,1,296,166,-171,172,172,200,-206,210,210,382
4,5,3,KIREEV Rinat,4155,1987-10-19,M,RUS,A,95.55,105 kg Men,0,1,296,165,-170,-171,165,-205,207,-217,207,372
5,3,6,GYURKOVICS Ferenc,1412,1979-09-03,M,HUN,A,101.45,105 kg Men,0,1,296,160,165,171,171,190,196,-201,196,367
6,6,5,ARAT Ibrahim,4653,1988-12-02,M,TUR,A,100.55,105 kg Men,0,1,296,150,155,160,160,190,-195,196,196,356
7,7,7,FORD Donovan Sevon,5219,1990-01-05,M,USA,A,104.95,105 kg Men,0,1,296,-150,150,-155,150,-190,190,-200,190,340
8,8,8,GALSTYAN Artoshes,6251,1991-12-25,M,ARM,A,102.8,105 kg Men,0,1,296,-115,-115,115,115,145,150,-155,150,265
