total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,DAVOUDI Ali,NA,1999-03-22,NA,NA,A,+109 kg Men,0,0,509,192,196,-200,196,233,239,-245,239,435
2,2,2,ASAAD Man,NA,1993-11-20,NA,NA,A,+109 kg Men,0,0,509,186,191,195,195,230,-238,238,238,433
3,3,3,MURAKAMI Eishiro,NA,1995-08-08,NA,NA,A,+109 kg Men,0,0,509,180,185,190,190,225,-230,-232,225,415
4,4,4,TOYCHYYEV Hojamuhammet,NA,1992-01-16,NA,NA,A,+109 kg Men,0,0,509,176,181,-187,181,223,-231,-232,223,404
5,5,5,HAM Sang Il,NA,1989-08-25,NA,NA,A,+109 kg Men,0,0,509,175,180,-185,180,215,-223,223,223,403
6,6,6,ALNAJJAR M Moayad,NA,2000-02-22,NA,NA,B,+109 kg Men,0,0,509,165,-173,-173,165,200,206,-210,206,371
7,7,7,ALRADHI Hassan Asaad M,NA,2001-02-03,NA,NA,B,+109 kg Men,0,0,509,145,150,155,155,-185,185,-192,185,340
8,8,8,TURKMEN Fazal Karim,NA,1998-06-01,NA,NA,B,+109 kg Men,0,0,509,125,132,137,137,160,167,-175,167,304
1,1,1,LI Wenwen,NA,2000-03-05,NA,NA,A,+87 kg Women,0,0,509,135,143,148,148,175,187,NA,187,335
2,2,2,SON Younghee,NA,1993-04-24,NA,NA,A,+87 kg Women,0,0,509,115,-120,120,120,155,159,-161,159,279
3,3,3,MUPTILDA Aizada,NA,1998-04-23,NA,NA,A,+87 kg Women,0,0,509,112,116,118,118,143,147,151,151,269
4,4,4,LEE Seon Mi,NA,2000-08-01,NA,NA,A,+87 kg Women,0,0,509,112,-115,-115,112,143,146,-148,146,258
5,5,5,AKMAL Nurul,NA,1993-02-12,NA,NA,A,+87 kg Women,0,0,509,106,-111,111,111,-140,140,-147,140,251
6,6,6,DAVRONOVA Dolera,NA,2001-11-03,NA,NA,A,+87 kg Women,0,0,509,-85,85,90,90,115,120,122,122,212
7,7,7,YOUSEFIABPARDEH Fatemeh,NA,1994-05-09,NA,NA,A,+87 kg Women,0,0,509,-82,82,87,87,110,-119,121,121,208
1,3,1,MOTAMEDI SEDEH Rasoul,NA,1998-11-09,NA,NA,A,102 kg Men,0,0,509,-166,166,173,173,210,220,227,227,400
2,2,2,ELBAKH Fares Ibrahim E. H.,NA,1998-06-04,NA,NA,A,102 kg Men,0,0,509,-174,-174,174,174,222,-229,-232,222,396
3,5,3,ANTROPOV Artyom,NA,2000-01-23,NA,NA,A,102 kg Men,0,0,509,160,165,168,168,215,222,-229,222,390
4,1,4,DEHDAR Reza,NA,1995-07-02,NA,NA,A,102 kg Men,0,0,509,166,172,175,175,206,214,-219,214,389
5,4,5,BEKBOLAT Rakhat,NA,2004-01-14,NA,NA,A,102 kg Men,0,0,509,165,170,173,173,200,206,213,213,386
6,6,6,RASULBEKOV Bekdoolot,NA,1996-09-12,NA,NA,A,102 kg Men,0,0,509,165,-171,-171,165,205,212,-219,212,377
7,7,7,ALOTHMAN Ali Yousef A,NA,2002-06-16,NA,NA,B,102 kg Men,0,0,509,145,150,153,153,-185,185,190,190,343
8,8,8,NOMOZOV Kurbonmurod,NA,2004-02-01,NA,NA,B,102 kg Men,0,0,509,143,147,-150,147,177,183,187,187,334
9,9,9,ISLAM Jiarul,NA,1995-11-20,NA,NA,B,102 kg Men,0,0,509,110,118,123,123,130,141,-149,141,264
1,3,1,NURUDINOV Ruslan,NA,1991-11-24,NA,NA,A,109 kg Men,0,0,509,183,-188,188,188,228,235,241,241,429
2,2,2,DJURAEV Akbar,NA,1999-10-08,NA,NA,A,109 kg Men,0,0,509,188,194,-197,194,225,234,-238,234,428
3,1,6,YANG Zhe,NA,1991-07-14,NA,NA,A,109 kg Men,0,0,509,187,193,200,200,215,-222,-222,215,415
4,4,4,JIN Yunseong,NA,1995-10-11,NA,NA,A,109 kg Men,0,0,509,-180,180,-183,180,220,-223,-224,220,400
5,7,3,GHADAMI Kia,NA,1991-01-26,NA,NA,A,109 kg Men,0,0,509,170,175,-178,175,223,-226,NA,223,398
6,9,5,MOCHIDA Ryunosuke,NA,1993-06-18,NA,NA,A,109 kg Men,0,0,509,174,-180,-180,174,215,-225,-227,215,389
