total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,ESFANDIARI Alireza,NA,2003-09-13,NA,NA,A,+102 kg Men,0,0,505,136,142,145,145,165,174,180,180,325
2,2,2,MOHAMMADINIASAMAKOUSH Amirreza,NA,2004-12-01,NA,NA,A,+102 kg Men,0,0,505,137,-143,-143,137,165,-175,-175,165,302
3,3,3,WENG Zeng Yu,NA,2003-05-09,NA,NA,A,+102 kg Men,0,0,505,125,130,132,132,153,157,159,159,291
4,4,4,AVEZOV Jumaniyoz,NA,2004-01-03,NA,NA,A,+102 kg Men,0,0,505,123,127,131,131,145,156,158,158,289
5,5,5,RAKHMANOV Asadbek,NA,2003-03-09,NA,NA,A,+102 kg Men,0,0,505,126,-131,-133,126,145,-154,-155,145,271
6,6,6,AL AHMAD Dawoud Bassam A,NA,2003-02-06,NA,NA,A,+102 kg Men,0,0,505,105,110,115,115,127,135,142,142,257
7,7,7,ALYAMI Turki Saad,NA,2003-11-19,NA,NA,A,+102 kg Men,0,0,505,100,106,-112,106,125,130,136,136,242
8,8,8,NURDINOV Bekzha,NA,2003-12-26,NA,NA,A,+102 kg Men,0,0,505,80,85,-90,85,95,100,105,105,190
1,1,1,SANSYZBAYEVA Aisamal,NA,2003-07-08,NA,NA,A,+81 kg Women,0,0,505,100,105,109,109,130,-138,140,140,249
2,2,2,WANG Ling Chen,NA,2003-06-19,NA,NA,A,+81 kg Women,0,0,505,-90,-90,90,90,115,-125,125,125,215
3,3,3,OTGONTUYA Bayantuul,NA,2003-08-21,NA,NA,A,+81 kg Women,0,0,505,64,68,70,70,80,83,85,85,155
4,4,4,NORBOEVA Marjona,NA,2004-02-15,NA,NA,A,+81 kg Women,0,0,505,65,69,-71,69,81,-85,-87,81,150
1,1,1,BEKBOLAT Rakhat,NA,2004-01-14,NA,NA,A,102 kg Men,0,0,505,148,153,158,158,188,198,-208,198,356
2,2,2,EMADI Hassan,NA,2004-12-15,NA,NA,A,102 kg Men,0,0,505,-137,137,146,146,165,175,-182,175,321
3,3,3,KHAMIDOV Doniyor,NA,2003-11-04,NA,NA,A,102 kg Men,0,0,505,127,131,-135,131,156,160,164,164,295
4,4,4,JIANG Shao-Kai,NA,2003-11-07,NA,NA,A,102 kg Men,0,0,505,120,126,-130,126,150,157,-161,157,283
5,5,5,TALANTBEK UULU Adisbek,NA,2003-01-01,NA,NA,A,102 kg Men,0,0,505,110,115,-120,115,135,142,150,150,265
