total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,NA,NA,CHAIDEE Duangaksorn,10580,1997-08-11,W,THA,A,106.14,+63 kg Women,0,1,295,98,102,106,106,130,135,138,138,244
2,NA,NA,SHCHERBAKOVA Svetlana,11350,1998-08-04,W,RUS,A,69.28,+63 kg Women,0,1,295,96,100,103,103,121,125,-133,125,228
3,NA,NA,KAPUSTINA Tatyana,11553,1998-11-15,W,KAZ,A,84.08,+63 kg Women,0,1,295,98,102,105,105,-120,-120,123,123,228
4,NA,NA,AYOVI CABEZAS Lisseth Betzaida,11355,1998-08-07,W,ECU,A,118.59,+63 kg Women,0,1,295,95,100,-104,100,120,125,-129,125,225
5,NA,NA,GELES MORENO Yeinny Norela,10820,1997-12-06,W,COL,A,74.31,+63 kg Women,0,1,295,93,97,-100,97,117,-125,-128,117,214
6,NA,NA,KACZMARCZYK Kinga,10511,1997-07-10,W,POL,A,78.05,+63 kg Women,0,1,295,85,90,94,94,105,110,-114,110,204
7,NA,NA,LENZSCH Deirdre Grace,10165,1997-02-12,W,USA,A,86.09,+63 kg Women,0,1,295,86,90,-94,90,105,110,-115,110,200
8,NA,NA,NGUYEN Thi Van,11605,1998-12-16,W,VIE,A,69.67,+63 kg Women,0,1,295,82,-86,86,86,108,-111,111,111,197
9,NA,NA,ABDULLAEVA Kamila,10712,1997-10-12,W,UZB,A,72.69,+63 kg Women,0,1,295,85,-88,88,88,103,107,-112,107,195
10,NA,NA,ROJAS CASTILLO Lenka Yanara,10243,1997-03-13,W,CHI,A,76.29,+63 kg Women,0,1,295,72,-78,78,78,90,96,-100,96,174
11,NA,NA,KALIBIU Arina,11386,1998-08-19,W,SOL,A,71.24,+63 kg Women,0,1,295,60,65,71,71,80,-85,85,85,156
NA,NA,NA,MOLNAR Boglarka Beata,10740,1997-10-26,W,HUN,A,76.96,+63 kg Women,0,1,295,71,-75,-75,71,NA,NA,NA,NA,NA
1,NA,NA,MARTIROSYAN Simon,10176,1997-02-17,M,ARM,A,110.98,+85 kg Men,0,1,295,170,-183,-185,170,192,205,221,221,391
2,NA,NA,KAJDOCI Tamas,10337,1997-04-21,M,SRB,A,120.54,+85 kg Men,0,1,295,145,150,-156,150,182,186,-191,186,336
