total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,TALAKHADZE Lasha,7627,1993-10-02,M,GEO,A,170.1,+109 kg Men,0,0,452,208,218,NA,218,245,260,NA,260,478
2,2,3,TURMANIDZE Irakli,3021,1984-12-13,M,GEO,A,139.15,+109 kg Men,0,0,452,195,201,206,206,227,234,241,241,447
3,5,2,ALEKSANYAN Ruben,5316,1990-03-14,M,ARM,A,153.1,+109 kg Men,0,0,452,190,195,-200,195,240,245,NA,245,440
4,4,6,ZIAZIULIN Eduard,11510,1998-10-29,M,BLR,A,132.8,+109 kg Men,0,0,452,191,196,-199,196,-221,221,227,227,423
5,3,7,MINASYAN Gor,8466,1994-10-25,M,ARM,A,152.25,+109 kg Men,0,0,452,200,-205,-205,200,222,-234,NA,222,422
6,8,4,KUCERA Kamil,3144,1985-03-19,M,CZE,A,153.4,+109 kg Men,0,0,452,177,182,-187,182,225,-236,236,236,418
7,10,5,ORSAG Jiri,4722,1989-01-05,M,CZE,A,130,+109 kg Men,0,0,452,175,-179,180,180,225,235,-242,235,415
8,6,8,SAVCHUK Antoniy,9242,1995-11-20,M,RUS,A,136.7,+109 kg Men,0,0,452,180,185,190,190,220,-225,NA,220,410
NA,NA,NA,SEIM Mart,5625,1990-10-24,M,EST,A,149.8,+109 kg Men,0,0,452,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,9,"NAGY Peter",3454,1986-01-16,M,HUN,B,155.95,+109 kg Men,0,0,452,180,185,-188,185,210,219,-223,219,404
10,9,13,LITVINOV David,7601,1993-09-23,M,ISR,B,126.5,+109 kg Men,0,0,452,173,177,181,181,202,208,212,212,393
11,11,11,KAJDOCI Tamas,10337,1997-04-21,M,SRB,B,145.8,+109 kg Men,0,0,452,165,170,-175,170,210,215,-220,215,385
12,12,10,KUWORGE Enzo Kofi,13452,2001-08-31,M,NED,B,146.4,+109 kg Men,0,0,452,160,165,-170,165,206,213,217,217,382
13,13,12,COULLET Anthony Jean Pierre,10088,1997-01-10,M,FRA,B,147.8,+109 kg Men,0,0,452,155,160,-165,160,205,212,-223,212,372
14,14,14,KAJDOCSI Tivadar,7658,1993-10-15,M,SRB,B,129.6,+109 kg Men,0,0,452,150,155,160,160,200,-210,-210,200,360
15,16,15,TOLLEFSEN Kim Eirik,5155,1989-12-24,M,NOR,B,122.68,+109 kg Men,0,0,452,155,-158,-161,155,195,199,-202,199,354
16,17,16,LITHEN Carl Hampus,6530,1992-04-23,M,SWE,B,143.52,+109 kg Men,0,0,452,146,150,154,154,193,-200,-202,193,347
17,15,17,KRUZEL Ondrej,4527,1988-08-23,M,SVK,B,118.44,+109 kg Men,0,0,452,150,-155,156,156,183,190,NA,190,346
NA,18,NA,ROININEN Teemu Tapio,3648,1986-07-10,M,FIN,B,141.54,+109 kg Men,0,0,452,151,-156,-156,151,-193,-195,-195,NA,NA
1,1,1,KASHIRINA Tatiana,5783,1991-01-24,W,RUS,A,105.76,+87 kg Women,0,0,452,140,146,-150,146,174,180,185,185,331
2,2,2,LYSENKO Anastasiia,9267,1995-12-02,W,UKR,A,104.4,+87 kg Women,0,0,452,116,120,-124,120,145,148,-151,148,268
3,3,3,CAMPBELL Emily,8140,1994-05-06,W,GBR,A,118.74,+87 kg Women,0,0,452,108,-112,115,115,140,145,-150,145,260
4,4,4,DALALYAN Arpine,11750,1999-02-18,W,ARM,A,116.78,+87 kg Women,0,0,452,100,105,-109,105,135,-141,-141,135,240
6,7,5,KAROLAK Magdalena,11945,1999-06-01,W,POL,A,127.64,+87 kg Women,0,0,452,96,-100,-101,96,125,131,-135,131,227
7,6,7,MIERZEJEWSKA Aleksandra Emilia,6443,1992-03-05,W,POL,A,144.26,+87 kg Women,0,0,452,-100,-100,101,101,125,-130,-131,125,226
5,5,6,GUNAL Melike,11091,1998-04-05,W,TUR,B,110.78,+87 kg Women,0,0,452,95,100,104,104,120,127,-131,127,231
8,8,8,GYURUS Barbara,11368,1998-08-12,W,HUN,B,121.66,+87 kg Women,0,0,452,82,85,-87,85,101,-105,-106,101,186
9,9,9,KRALOVA Tereza,5083,1989-10-22,W,CZE,B,94.56,+87 kg Women,0,0,452,78,82,84,84,92,96,-100,96,180
10,10,10,CRNJAC Ana,14091,2002-10-03,W,CRO,B,97.82,+87 kg Women,0,0,452,64,-69,69,69,77,81,84,84,153
1,1,1,CHUMAK Dmytro,5493,1990-07-11,M,UKR,A,101.42,102 kg Men,0,0,452,171,-175,175,175,210,216,-229,216,391
2,5,2,GASPARYAN Samvel,10802,1997-11-24,M,ARM,A,101.5,102 kg Men,0,0,452,-168,-168,168,168,209,-216,-217,209,377
3,2,4,STRALTSOU Vadzim,3567,1986-04-30,M,BLR,A,100.68,102 kg Men,0,0,452,161,167,170,170,201,-206,206,206,376
4,3,6,CHKHEIDZE Irakli,11648,1999-01-05,M,GEO,A,101.38,102 kg Men,0,0,452,163,167,169,169,-202,-203,203,203,372
6,4,8,MARTIROSYAN Arsen,11323,1998-07-24,M,ARM,A,101.76,102 kg Men,0,0,452,160,-165,168,168,-200,200,-205,200,368
