total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,TALAKHADZE Lasha,7627,1993-10-02,M,GEO,A,176.3,+109 kg Men,0,0,508,211,217,222,222,245,253,263,263,485
2,2,2,MINASYAN Gor,8466,1994-10-25,M,ARM,A,150.14,+109 kg Men,0,0,508,205,212,216,216,240,248,-252,248,464
3,3,3,LALAYAN Varazdat,11893,1999-05-01,M,ARM,A,147.68,+109 kg Men,0,0,508,200,205,-209,205,240,-250,-250,240,445
4,4,7,ZIAZIULIN Eduard,11510,1998-10-29,M,BLR,A,138.74,+109 kg Men,0,0,508,197,-202,-202,197,227,-233,-233,227,424
5,5,6,SAVCHUK Antoniy,9242,1995-11-20,M,RUS,A,139.56,+109 kg Men,0,0,508,180,185,190,190,215,221,228,228,418
6,9,4,KUCERA Kamil,3144,1985-03-19,M,CZE,A,159.1,+109 kg Men,0,0,508,-177,177,182,182,227,233,-237,233,415
8,8,8,"NAGY Peter",3454,1986-01-16,M,HUN,A,158.68,+109 kg Men,0,0,508,-176,176,182,182,216,222,-229,222,404
9,14,5,ORSAG Jiri,4722,1989-01-05,M,CZE,A,141.3,+109 kg Men,0,0,508,-170,170,-175,170,225,232,-237,232,402
11,10,9,KUWORGE Enzo Kofi,13452,2001-08-31,M,NED,A,158.5,+109 kg Men,0,0,508,172,176,-180,176,-222,-222,222,222,398
NA,NA,NA,TURMANIDZE Irakli,3021,1984-12-13,M,GEO,A,141.78,+109 kg Men,0,0,508,-191,-191,-191,NA,NA,NA,NA,NA,NA
7,6,10,BIBIK Oleksii,7058,1993-01-11,M,UKR,B,123.7,+109 kg Men,0,0,508,180,185,189,189,210,221,NA,221,410
10,7,12,LITVINOV David,7601,1993-09-23,M,ISR,B,129.82,+109 kg Men,0,0,508,177,184,188,188,207,213,-218,213,401
12,11,11,KAJDOCI Tamas,10337,1997-04-21,M,SRB,B,143.26,+109 kg Men,0,0,508,162,168,172,172,207,215,218,218,390
13,12,13,KAPLAN Yildiray,12536,2000-04-19,M,TUR,B,135,+109 kg Men,0,0,508,165,170,-175,170,200,-210,211,211,381
14,13,14,ARAMNAU Andrei,4375,1988-04-17,M,BLR,B,119.68,+109 kg Men,0,0,508,160,-170,170,170,195,205,NA,205,375
15,15,15,TOLLEFSEN Kim Eirik,5155,1989-12-24,M,NOR,B,122.12,+109 kg Men,0,0,508,155,-160,160,160,195,201,-206,201,361
16,16,16,LITHEN Carl Hampus,6530,1992-04-23,M,SWE,B,143.46,+109 kg Men,0,0,508,152,156,-159,156,195,-205,-207,195,351
17,18,17,KAJDOCSI Tivadar,7658,1993-10-15,M,SRB,B,124.77,+109 kg Men,0,0,508,142,-148,-148,142,180,-190,190,190,332
18,17,18,LINDFORS Petri Mikael,7321,1993-05-12,M,FIN,B,123.6,+109 kg Men,0,0,508,140,144,-148,144,175,-180,-180,175,319
NA,NA,NA,ROININEN Teemu Tapio,3648,1986-07-10,M,FIN,B,117.26,+109 kg Men,0,0,508,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,CAMPBELL Emily Jade,8140,1994-05-06,W,GBR,A,122.06,+87 kg Women,0,0,508,115,117,122,122,145,150,154,154,276
2,2,2,LYSENKO Anastasiia,9267,1995-12-02,W,UKR,A,100.88,+87 kg Women,0,0,508,106,109,116,116,131,136,NA,136,252
3,3,3,GUNAL Melike,11091,1998-04-05,W,TUR,A,114.18,+87 kg Women,0,0,508,105,-108,108,108,130,-135,135,135,243
4,6,4,DALALYAN Arpine,11750,1999-02-18,W,ARM,A,110.44,+87 kg Women,0,0,508,-95,-95,95,95,126,NA,NA,126,221
5,5,5,BOYNUEGRI Tugce,11474,1998-10-12,W,TUR,A,87.86,+87 kg Women,0,0,508,90,95,100,100,110,116,120,120,220
6,4,6,HRASNOVA Martina,2482,1983-03-21,W,SVK,A,90.56,+87 kg Women,0,0,508,-99,99,103,103,112,116,-120,116,219
7,7,9,VANBELLINGHEN Anna Marie-J A M,8018,1994-03-10,W,BEL,A,87.2,+87 kg Women,0,0,508,-90,90,94,94,107,111,114,114,208
8,9,7,BORODINA Krystyna,12095,1999-08-19,W,UKR,A,88.84,+87 kg Women,0,0,508,-85,85,88,88,110,113,116,116,204
9,8,8,ANDREIKAVETS Katsiaryna,13486,2001-09-21,W,BLR,A,92.78,+87 kg Women,0,0,508,85,89,-91,89,107,111,114,114,203
10,10,10,BAZSO Bianka,4284,1988-01-24,W,HUN,B,88.12,+87 kg Women,0,0,508,83,-87,-87,83,109,113,-115,113,196
11,12,11,KRALOVA Tereza,5083,1989-10-22,W,CZE,B,97.68,+87 kg Women,0,0,508,80,-83,-84,80,100,105,107,107,187
12,11,12,GYURUS Barbara,11368,1998-08-12,W,HUN,B,122.58,+87 kg Women,0,0,508,79,-83,83,83,99,103,-107,103,186
1,2,1,GASPARYAN Samvel,10802,1997-11-24,M,ARM,A,101.7,102 kg Men,0,0,508,171,176,-178,176,209,214,NA,214,390
2,4,3,MARTIROSYAN Arsen,11323,1998-07-24,M,ARM,A,101.32,102 kg Men,0,0,508,165,171,-175,171,205,209,-212,209,380
