total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,TALAKHADZE Lasha,NA,1993-10-02,NA,NA,A,+109 kg Men,0,0,472,208,215,220,220,247,255,264,264,484
2,2,2,MINASYAN Gor,NA,1994-10-25,NA,NA,A,+109 kg Men,0,0,472,200,207,212,212,237,243,248,248,460
3,6,3,ALEKSANYAN Ruben,NA,1990-03-14,NA,NA,A,+109 kg Men,0,0,472,-192,-192,192,192,241,245,NA,245,437
4,4,7,ZIAZIULIN Eduard,NA,1998-10-29,NA,NA,A,+109 kg Men,0,0,472,193,198,-201,198,225,-234,234,234,432
5,3,9,BIDANI Walid,NA,1994-06-11,NA,NA,A,+109 kg Men,0,0,472,191,-197,200,200,222,231,-238,231,431
6,8,5,ASAAD Man,NA,1993-11-20,NA,NA,B,+109 kg Men,0,0,472,183,189,-192,189,225,233,241,241,430
7,5,8,SARAIVA REIS Fernando,NA,1990-03-10,NA,NA,A,+109 kg Men,0,0,472,185,-191,192,192,225,232,-236,232,424
8,16,4,TOYCHYYEV Hojamuhammet,NA,1992-01-16,NA,NA,A,+109 kg Men,0,0,472,180,-187,-189,180,235,242,NA,242,422
9,7,11,DAVOUDI Ali,NA,1999-03-22,NA,NA,A,+109 kg Men,0,0,472,190,-198,-199,190,230,-244,-244,230,420
10,18,6,ORSAG Jiri,NA,1989-01-05,NA,NA,B,+109 kg Men,0,0,472,-176,176,-180,176,230,240,-250,240,416
11,11,10,MURAKAMI Eishiro,NA,1995-08-08,NA,NA,B,+109 kg Men,0,0,472,180,-185,185,185,217,224,230,230,415
12,10,14,CHKHEIDZE Giorgi,NA,1997-10-30,NA,NA,B,+109 kg Men,0,0,472,178,182,185,185,222,227,-231,227,412
13,13,15,SAVCHUK Antoniy,NA,1995-11-20,NA,NA,B,+109 kg Men,0,0,472,-179,179,183,183,217,222,226,226,409
14,15,13,HAM Sang Il,NA,1989-08-25,NA,NA,B,+109 kg Men,0,0,472,180,-187,-190,180,220,227,-232,227,407
15,14,17,WILKES Caine Morgan,NA,1987-07-10,NA,NA,B,+109 kg Men,0,0,472,175,181,-187,181,215,222,-227,222,403
16,21,12,LITI David Andrew,NA,1996-07-11,NA,NA,C,+109 kg Men,0,0,472,163,168,173,173,216,222,227,227,400
17,20,16,SEIM Mart,NA,1990-10-24,NA,NA,B,+109 kg Men,0,0,472,-175,-175,175,175,225,-230,-230,225,400
18,17,18,"NAGY Peter",NA,1986-01-16,NA,NA,B,+109 kg Men,0,0,472,176,-181,-182,176,215,221,-225,221,397
19,12,21,LITVINOV David,NA,1993-09-23,NA,NA,C,+109 kg Men,0,0,472,176,181,184,184,-205,205,211,211,395
20,24,19,KUWORGE Enzo Kofi,NA,2001-08-31,NA,NA,C,+109 kg Men,0,0,472,161,166,-170,166,-213,-213,215,215,381
21,22,22,MANRIQUEZ COLLINS Raul Enrique,NA,1997-04-09,NA,NA,C,+109 kg Men,0,0,472,165,171,-176,171,205,-215,-215,205,376
22,25,20,COULLET Anthony Jean Pierre,NA,1997-01-10,NA,NA,C,+109 kg Men,0,0,472,158,163,-166,163,212,-219,-222,212,375
23,26,23,TOLLEFSEN Kim Eirik,NA,1989-12-24,NA,NA,C,+109 kg Men,0,0,472,157,162,-164,162,200,205,-208,205,367
24,23,24,LEMUS CALANCHE Gilberto Antonio,NA,1994-02-04,NA,NA,C,+109 kg Men,0,0,472,165,171,-176,171,195,-205,-206,195,366
NA,9,NA,DADRASASL Mohsen,NA,1994-07-16,NA,NA,A,+109 kg Men,0,0,472,181,186,-190,186,-225,-225,-230,NA,NA
NA,19,NA,SALAS MANGUIS Fernando Fabricio,NA,1988-02-10,NA,NA,C,+109 kg Men,0,0,472,163,170,175,175,-193,NA,NA,NA,NA
NA,NA,NA,KUCERA Kamil,NA,1985-03-19,NA,NA,B,+109 kg Men,0,0,472,-176,-176,-176,NA,-225,NA,NA,NA,NA
NA,NA,NA,CHEN Shih-Chieh,NA,1989-11-27,NA,NA,A,+109 kg Men,1,0,472,185,190,-193,NA,235,-242,-242,NA,NA
1,1,1,LI Wenwen,NA,2000-03-05,NA,NA,A,+87 kg Women,0,0,472,136,142,146,146,175,182,186,186,332
2,2,2,KASHIRINA Tatiana,NA,1991-01-24,NA,NA,A,+87 kg Women,0,0,472,-140,-140,140,140,-173,173,178,178,318
3,3,3,MENG Suping,NA,1989-07-17,NA,NA,A,+87 kg Women,0,0,472,131,137,-140,137,-173,174,-183,174,311
4,5,4,KIM Kuk Hyang,NA,1993-04-20,NA,NA,A,+87 kg Women,0,0,472,-125,125,130,130,167,173,-176,173,303
5,6,6,LYSENKO Anastasiia,NA,1995-12-02,NA,NA,A,+87 kg Women,0,0,472,122,126,129,129,148,153,157,157,286
6,4,8,HUBBARD Laurel,NA,1978-02-09,NA,NA,A,+87 kg Women,0,0,472,120,125,131,131,145,-150,154,154,285
7,7,5,ROBLES Sarah Elizabeth,NA,1988-08-01,NA,NA,A,+87 kg Women,0,0,472,120,125,-129,125,155,160,-163,160,285
8,8,7,SON Younghee,NA,1993-04-24,NA,NA,B,+87 kg Women,0,0,472,113,118,121,121,150,155,-160,155,276
9,13,9,CAMPBELL Emily Jade,NA,1994-05-06,NA,NA,A,+87 kg Women,0,0,472,114,-118,-118,114,145,149,153,153,267
10,9,12,SALADIN TOLENTINO Veronica Estela,NA,1992-05-21,NA,NA,A,+87 kg Women,0,0,472,120,-125,-126,120,140,-145,145,145,265
11,14,10,AKMAL Nurul,NA,1993-02-12,NA,NA,B,+87 kg Women,0,0,472,110,-114,-114,110,-145,145,150,150,260
12,12,13,ESPINOSA Yaniuska Isabel,3820,1986-12-05,W,VEN,B,+87 kg Women,0,0,472,110,113,115,115,140,144,NA,144,259
13,11,15,AYOVI CABEZAS Lisseth Betzaida,NA,1998-08-07,NA,NA,B,+87 kg Women,0,0,472,112,116,-118,116,136,138,142,142,258
14,10,16,STOWERS Feagaiga,NA,2000-11-17,NA,NA,B,+87 kg Women,0,0,472,112,116,-119,116,141,-146,-146,141,257
15,16,14,AMOE TARRANT Charisma,NA,1999-05-26,NA,NA,B,+87 kg Women,0,0,472,101,106,-111,106,137,142,-145,142,248
16,18,11,SIPAIA Iuniarra,NA,1993-06-25,NA,NA,B,+87 kg Women,0,0,472,102,-107,-107,102,141,146,-150,146,248
17,15,17,BUENO PLACENCIA Gladis Guadalupe,NA,1994-02-12,NA,NA,B,+87 kg Women,0,0,472,102,106,109,109,131,136,-139,136,245
18,17,18,GUNAL Melike,NA,1998-04-05,NA,NA,B,+87 kg Women,0,0,472,100,-104,105,105,125,-130,-131,125,230
19,19,19,MANUMUA Kuinini Juanita Mechteld,NA,2000-12-12,NA,NA,B,+87 kg Women,0,0,472,90,93,96,96,105,110,115,115,211
19,19,19,MANUMUA Kuinini Juanita Mechteld,NA,2000-12-12,NA,NA,B,+87 kg Women,0,0,472,90,93,96,96,105,110,115,115,211
1,2,2,TSIKHANTSOU Yauheni,NA,1998-11-04,NA,NA,A,102 kg Men,0,0,472,175,180,-182,180,-212,213,218,218,398
2,1,4,JIN Yunseong,NA,1995-10-11,NA,NA,A,102 kg Men,0,0,472,176,181,-183,181,211,216,-219,216,397
3,6,1,DEHDAR Reza,NA,1995-07-02,NA,NA,A,102 kg Men,0,0,472,167,172,175,175,208,217,219,219,394
4,4,3,CHUMAK Dmytro,NA,1990-07-11,NA,NA,A,102 kg Men,0,0,472,-176,-176,176,176,213,-217,217,217,393
5,3,6,GASPARYAN Samvel,NA,1997-11-24,NA,NA,A,102 kg Men,0,0,472,171,175,178,178,212,-216,-216,212,390
6,10,5,HAN Junghoon,NA,1990-08-28,NA,NA,A,102 kg Men,0,0,472,-160,160,164,164,205,214,-219,214,378
7,7,8,BEIRALVAND Reza,NA,1997-04-01,NA,NA,A,102 kg Men,0,0,472,170,-175,-176,170,206,-214,-216,206,376
8,9,7,KIBANOV Aleksandr,NA,1996-06-10,NA,NA,A,102 kg Men,0,0,472,158,163,167,167,199,204,209,209,376
8,9,7,KIBANOV Aleksandr,NA,1996-06-10,NA,NA,A,102 kg Men,0,0,472,158,163,167,167,199,204,209,209,376
9,5,12,ARLIONAK Andrei,NA,1999-01-17,NA,NA,A,102 kg Men,0,0,472,168,171,175,175,195,200,-203,200,375
10,11,10,CHKHEIDZE Irakli,NA,1999-01-05,NA,NA,A,102 kg Men,0,0,472,163,-167,-167,163,198,204,-213,204,367
11,12,9,MUGURDUMOV Artur,NA,1988-06-06,NA,NA,B,102 kg Men,0,0,472,-155,156,160,160,193,198,205,205,365
12,8,14,USAROV Sunnatilla,NA,1996-08-07,NA,NA,A,102 kg Men,0,0,472,168,-173,-173,168,190,195,-200,195,363
13,14,11,REVA Kostiantyn,NA,1993-08-04,NA,NA,A,102 kg Men,0,0,472,-158,158,-163,158,200,-208,-208,200,358
14,13,13,ELVAN Resul,NA,1989-03-18,NA,NA,B,102 kg Men,0,0,472,154,158,-162,158,192,-196,198,198,356
15,15,15,PENT Leho,NA,1990-04-02,NA,NA,B,102 kg Men,0,0,472,150,-154,156,156,190,-195,-196,190,346
16,17,16,GASIOR Jiri,NA,1991-01-24,NA,NA,B,102 kg Men,0,0,472,144,148,150,150,185,-191,-191,185,335
17,18,17,DARVILLE Simon Kastbjerg,NA,1993-06-26,NA,NA,B,102 kg Men,0,0,472,140,145,148,148,175,180,-185,180,328
18,19,18,VIERA ESPINOZA Hernan Moises,NA,1993-01-16,NA,NA,B,102 kg Men,0,0,472,130,135,138,138,170,175,-190,175,313
19,21,19,OCONCHUBHAIR Seamus,NA,1993-06-27,NA,NA,B,102 kg Men,0,0,472,125,-130,130,130,163,168,171,171,301
20,20,20,BURGER Ruben,NA,1991-03-03,NA,NA,B,102 kg Men,0,0,472,-130,130,-135,130,160,165,170,170,300
NA,16,NA,AL-MISHAYYIKH Mohanad Abdulhasan K,NA,1991-01-04,NA,NA,B,102 kg Men,0,0,472,-152,152,-156,152,-190,-192,-192,NA,NA
NA,NA,NA,KAGISO Bokang Alphius,NA,1997-03-30,NA,NA,B,102 kg Men,0,0,472,-135,-135,-135,NA,NA,NA,NA,NA,NA
1,1,1,MARTIROSYAN Simon,NA,1997-02-17,NA,NA,A,109 kg Men,0,0,472,190,195,199,199,230,-241,NA,230,429
2,2,3,ARAMNAU Andrei,NA,1988-04-17,NA,NA,A,109 kg Men,0,0,472,188,193,198,198,220,225,228,228,426
3,3,5,YANG Zhe,NA,1991-07-14,NA,NA,A,109 kg Men,0,0,472,187,192,197,197,217,223,-227,223,420
4,6,2,DJURAEV Akbar,NA,1999-10-08,NA,NA,A,109 kg Men,0,0,472,-183,184,188,188,221,226,229,229,417
5,4,4,BOCHKOV Rodion,NA,1993-09-27,NA,NA,A,109 kg Men,0,0,472,184,189,-192,189,215,221,225,225,414
6,5,9,"NANIEV Timur",NA,1994-09-20,NA,NA,A,109 kg Men,0,0,472,180,185,189,189,220,-224,-224,220,409
6,5,9,"NANIEV Timur",NA,1994-09-20,NA,NA,A,109 kg Men,0,0,472,180,185,189,189,220,-224,-224,220,409
7,9,13,HASHEMI Ali,NA,1991-11-01,NA,NA,A,109 kg Men,0,0,472,177,-182,-182,177,218,-226,NA,218,395
8,14,6,MICHALSKI Arkadiusz,NA,1990-01-07,NA,NA,A,109 kg Men,0,0,472,173,-177,-178,173,221,-224,-225,221,394
9,15,7,PLESNIEKS Arturs,NA,1992-01-21,NA,NA,A,109 kg Men,0,0,472,173,-178,-180,173,215,221,-226,221,394
10,12,10,MOCHIDA Ryunosuke,NA,1993-06-18,NA,NA,B,109 kg Men,0,0,472,165,170,174,174,210,219,-223,219,393
11,19,11,SEO Huiyeop,NA,1992-02-29,NA,NA,B,109 kg Men,0,0,472,-170,170,-175,170,215,-219,219,219,389
12,8,16,JEONG Kisam,NA,1987-08-25,NA,NA,B,109 kg Men,0,0,472,174,178,-181,178,210,-214,-214,210,388
13,13,14,RUIZ I VELASCO Marcos,NA,1996-10-13,NA,NA,B,109 kg Men,0,0,472,173,-178,-178,173,205,211,215,215,388
14,18,12,KITTS Wesley Brian,NA,1990-05-22,NA,NA,B,109 kg Men,0,0,472,170,-175,-177,170,211,218,-225,218,388
15,21,8,SHIRAISHI Hiroaki,NA,1989-10-24,NA,NA,B,109 kg Men,0,0,472,165,-170,-171,165,201,211,220,220,385
16,10,18,MARTIROSJAN Sargis,NA,1986-09-14,NA,NA,B,109 kg Men,0,0,472,175,-180,-182,175,203,-208,208,208,383
17,17,15,ZAITSEV Roman,NA,1987-03-13,NA,NA,B,109 kg Men,0,0,472,170,-174,-174,170,207,212,-220,212,382
18,16,17,GONZALEZ BARRIOS Jesus Abrahan,NA,1991-04-22,NA,NA,B,109 kg Men,0,0,472,-171,-171,171,171,-210,210,-217,210,381
19,11,19,BERSANOV Ibragim,NA,1992-10-25,NA,NA,B,109 kg Men,0,0,472,-175,-175,175,175,201,-205,205,205,380
20,7,23,ARROYO VALDEZ Jorge David,NA,1991-09-23,NA,NA,C,109 kg Men,0,0,472,-175,175,181,181,190,-195,195,195,376
21,22,20,OVEZOV Ovez,NA,1997-06-11,NA,NA,B,109 kg Men,0,0,472,-165,165,-173,165,203,-210,-210,203,368
22,20,22,SIDISKIS Arnas,NA,1990-07-05,NA,NA,C,109 kg Men,0,0,472,156,161,165,165,190,195,-200,195,360
23,23,24,BOXALL Owen Gordon Edward,NA,1990-07-03,NA,NA,C,109 kg Men,0,0,472,153,157,-161,157,187,193,-200,193,350
23,23,24,BOXALL Owen Gordon Edward,NA,1990-07-03,NA,NA,C,109 kg Men,0,0,472,153,157,-161,157,187,193,-200,193,350
24,27,21,KESKITALO Hannes Heikki Juhani,NA,1996-11-10,NA,NA,C,109 kg Men,0,0,472,145,-150,-150,145,188,191,196,196,341
25,24,28,KRYWULT Patrik,NA,1990-08-25,NA,NA,C,109 kg Men,0,0,472,151,155,-160,155,-180,180,-187,180,335
26,26,25,MEIDL Ryan David,NA,1987-10-25,NA,NA,C,109 kg Men,0,0,472,-150,-150,150,150,-185,185,-191,185,335
27,30,26,RIGSBY Sean Michael,NA,1988-10-17,NA,NA,C,109 kg Men,0,0,472,135,-140,140,140,180,184,-187,184,324
28,29,27,DAVIDSON Richard Charles,8548,1994-10-22,M,CAN,C,109 kg Men,0,0,472,140,-145,-146,140,182,-187,-190,182,322
NA,25,NA,KRUZEL Ondrej,NA,1988-08-23,NA,NA,C,109 kg Men,0,0,472,150,-155,-155,150,-185,NA,NA,NA,NA
NA,28,NA,POMELILE Sio Talakai,NA,1993-10-10,NA,NA,C,109 kg Men,0,0,472,140,144,-147,144,-180,-180,-182,NA,NA
NA,28,NA,POMELILE Sio Talakai,NA,1993-10-10,NA,NA,C,109 kg Men,0,0,472,140,144,-147,144,-180,-180,-182,NA,NA
NA,NA,NA,GOSPODINOV Vasil Georgiev,NA,1993-11-05,NA,NA,A,109 kg Men,0,0,472,-174,-174,-177,NA,NA,NA,NA,NA,NA
NA,NA,NA,ALAIFURI Salwan Jasim Abbood,NA,1991-09-26,NA,NA,A,109 kg Men,0,0,472,-182,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,ERDOGAN Saziye,NA,1992-02-23,NA,NA,A,45 kg Women,0,0,472,73,75,77,77,90,92,-96,92,169
2,2,4,MONTERO RAMOS Ludia Marguiela,NA,1999-04-17,NA,NA,A,45 kg Women,0,0,472,-74,74,76,76,88,91,-94,91,167
3,7,1,SETIAWATI Lisa,NA,1989-09-04,NA,NA,A,45 kg Women,0,0,472,70,-74,-75,70,93,95,-97,95,165
4,4,3,VUONG Thi Huyen,NA,1992-06-22,NA,NA,A,45 kg Women,0,0,472,70,-73,73,73,91,-93,-93,91,164
5,3,7,KHONG My Phuong,NA,1999-07-05,NA,NA,A,45 kg Women,0,0,472,74,-76,-78,74,83,-87,87,87,161
